N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
,Neutral,,WeakUp,WeakUp,Wet,Wet,Dry,Neutral,Cloudy,,Cloudy,PC,,,Other,,,,,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,J,CThruK,,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,,GJ,,Moderate,Moderate,J,XNIL,XNIL,XNIL,LowNHighS,Steep,Average,Steep,NoMajor,,DryLine,LittleChange,,,LVorOther,LV
WeakUp,Neutral,,Neutral,Neutral,Wet,Wet,Neutral,Neutral,PC,PC,PC,PC,,,DCVZFavor,,Strong,,,IncCapDecIns,Increasing,StrongPos,,XNIL,Aug20_Sep15,A,AB,,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,,,SVR,SVR,SVR,HighEvrywher,Stable,VeryMoist,Steep,MarkedUpper,,DenvCyclone,NegToPos,QStationary,SWQuad,Westerly,DenvCyclone
WeakUp,StronUp,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,PC,Clear,Clear,,Weak,Westerly,,,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,,CThruK,PartInhibit,MoreThanAve,Average,ABI,N1GtLIGt_4,Neutral,MoreUnstable,,HI,Stifling,Weak,,I,SVR,SVR,SVR,LowSHighN,,Average,,NoMajor,Other,MovingFtorOt,PosToNeg,Moving,SWQuad,Westerly,E_NE
WeakUp,WeakUp,Neutral,Neutral,Neutral,Dry,Dry,,VeryWet,Clear,,Cloudy,Cloudy,,,Other,,,,,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,Average,B,Stifling,Weak,,B,SIG,SIG,,Other,ModerateOrLe,Average,Steep,NoMajor,DryMMoistL,,LittleChange,,NWQuad,Westerly,SEQuad
Down,StronUp,Down,Down,Down,Dry,Neutral,VeryWet,,Cloudy,PC,,Clear,Weak,,DCVZFavor,Weak,,,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,May15_Jun14,H,CThruK,PartInhibit,Average,Average,H,N5GtLIGt_8,Neutral,Average,Average,HI,PartInhibit,Unfavorable,,H,XNIL,XNIL,SIG,,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,LittleChange,,AllElse,Westerly,E_NE
Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,Wet,Clear,Cloudy,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,,,Neutral,Decreasing,SIG,Aug20_Sep15,C,,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,Stifling,Strong,Slight,,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,Other,,PosToNeg,Other,NWQuad,Westerly,
StrongUp,WeakUp,Down,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,PC,PC,PC,PC,,,DCVZFavor,,,Weak,,LittleChange,LittleChange,Negative,,XNIL,,F,CThruK,,LessThanAve,LessThanAve,F,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Unfavorable,Slight,F,XNIL,,XNIL,,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,,PosToNeg,,AllElse,LVorOther,LV
StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,VeryWet,,Cloudy,,Cloudy,Strong,Strong,DCVZFavor,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SVR,Aug20_Sep15,C,CThruK,,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,,Average,LessUnstable,ACEFK,,Weak,Slight,C,XNIL,SVR,SVR,LowNHighS,CloseToDryAd,Average,CloseToDryAd,,Other,,SigPositive,,NWQuad,LVorOther,LongAnticyc
Neutral,Down,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Cloudy,Cloudy,Cloudy,PC,Weak,Weak,Other,,Weak,,,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Strong,,E,SIG,SIG,SIG,,Stable,Average,ModerateOrLe,OtherRapid,MoistMDryL,,LittleChange,QStationary,SWQuad,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,VeryWet,Wet,VeryWet,,Cloudy,Cloudy,Cloudy,,,Other,,,Weak,,LittleChange,,Neutral,,,Aug20_Sep15,C,CThruK,PartInhibit,LessThanAve,LessThanAve,,N1GtLIGt_4,Neutral,Average,Average,ACEFK,TotalInhibit,Moderate,Slight,C,XNIL,XNIL,,,CloseToDryAd,Dry,Steep,MarkedUpper,DryMMoistL,E_W_N,SigPositive,Other,AllElse,,WidespdDnsl
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Clear,PC,Clear,,Strong,Strong,DCVZFavor,Strong,Weak,Strong,,IncCapDecIns,Increasing,Neutral,Increasing,,Jul16_Aug10,H,CThruK,PartInhibit,Average,MoreThanAve,H,N1GtLIGt_4,Instability,Average,MoreUnstable,HI,Stifling,Moderate,,H,XNIL,XNIL,SVR,Other,Stable,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_N,NegToPos,Moving,NWQuad,LVorOther,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,,PC,Clear,,PC,,,Westerly,,,,,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Jul2_Jul15,D,,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,,LessUnstable,LessUnstable,,TotalInhibit,Moderate,,D,,SIG,SIG,Other,Steep,Dry,ModerateOrLe,StrongFront,Other,,NegToPos,,SWQuad,LVorOther,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,,Strong,Westerly,Weak,Weak,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,LessThanAve,,LILt_8,,Average,LessUnstable,GJ,PartInhibit,Unfavorable,,J,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,,NoMajor,DryMMoistL,,LittleChange,,LV,LVorOther,LV
WeakUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,VeryWet,VeryWet,,PC,Cloudy,Clear,PC,Weak,Strong,Other,,,,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul16_Aug10,B,AB,,LessThanAve,LessThanAve,ABI,LIGt0,Neutral,LessUnstable,MoreUnstable,B,PartInhibit,Moderate,,B,SIG,SIG,SIG,LowMtsHighPl,,VeryMoist,Steep,OtherRapid,MoistMDryL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,DenvCyclone
StrongUp,Neutral,Down,Neutral,Neutral,Dry,Dry,,Neutral,Clear,Cloudy,,Clear,,Weak,StrongWest,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,G,,,,MoreThanAve,G,,,Average,Average,GJ,,Strong,Strong,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,,SigNegative,QStationary,AllElse,,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Clear,Clear,Clear,Clear,,,StrongWest,,,,,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,,K,CThruK,PartInhibit,Average,LessThanAve,K,LIGt0,Stability,Average,Average,ACEFK,PartInhibit,Moderate,Strong,,SIG,SIG,SIG,,Steep,VeryMoist,ModerateOrLe,StrongFront,DryMMoistL,DenvCyclone,SigPositive,,NWQuad,LVorOther,WidespdDnsl
,Neutral,Neutral,,Neutral,Neutral,VeryWet,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,,Weak,,Weak,,,Increasing,Neutral,LittleChange,SVR,Aug20_Sep15,G,CThruK,PartInhibit,,MoreThanAve,G,N5GtLIGt_8,Stability,Average,LessUnstable,GJ,TotalInhibit,Weak,,,XNIL,XNIL,,LowEvrywhere,CloseToDryAd,Dry,,NoMajor,Other,,LittleChange,,NWQuad,LVorOther,WidespdDnsl
StrongUp,WeakUp,,WeakUp,WeakUp,,Dry,Wet,Wet,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Weak,Weak,Strong,Marked,IncCapDecIns,,Negative,LittleChange,SIG,Aug20_Sep15,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,,Stability,Average,MoreUnstable,GJ,PartInhibit,Moderate,,,XNIL,XNIL,SIG,LowAtStation,Stable,Dry,Steep,NoMajor,DryMMoistL,E_W_S,LittleChange,,LV,LVorOther,LV
StrongUp,,WeakUp,WeakUp,WeakUp,,Dry,,Wet,Clear,PC,Clear,Clear,,,StrongWest,Strong,,Strong,,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Jun15_Jul1,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,,Weak,Slight,J,XNIL,XNIL,XNIL,Other,ModerateOrLe,Dry,ModerateOrLe,OtherRapid,,DryLine,,Other,AllElse,LVorOther,LV
,WeakUp,,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,,Cloudy,Cloudy,Cloudy,Strong,,Westerly,Strong,Weak,Strong,Some,,Increasing,WeakPos,,SIG,,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,Average,MoreUnstable,GJ,,Moderate,Strong,G,SIG,SIG,,LowEvrywhere,CloseToDryAd,,CloseToDryAd,OtherRapid,MoistMDryL,,LittleChange,QStationary,SWQuad,LVorOther,WidespdDnsl
Down,WeakUp,StrongUp,,Neutral,VeryWet,Neutral,,Wet,PC,,Cloudy,Cloudy,Weak,Strong,DCVZFavor,,,Weak,Some,IncCapDecIns,Increasing,,LittleChange,SIG,May15_Jun14,H,CThruK,,Average,MoreThanAve,,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Weak,Slight,H,XNIL,,SIG,,,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,Moving,NWQuad,LVorOther,DenvCyclone
,WeakUp,WeakUp,,WeakUp,Neutral,VeryWet,,Neutral,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,,LessUnstable,B,,,,,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,E_W_N,LittleChange,,NWQuad,LVorOther,DenvCyclone
Down,Down,Neutral,Down,Down,VeryWet,,Neutral,Neutral,PC,Cloudy,PC,PC,Weak,,Other,,Weak,Weak,,,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Strong,Moderate,E,XNIL,XNIL,SIG,LowAtStation,Steep,Dry,Steep,,MoistMDryL,DryLine,SigNegative,QStationary,SWQuad,,
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,PC,PC,Clear,Strong,Strong,Westerly,Strong,Strong,Strong,Some,DecCapIncIns,,WeakPos,LittleChange,XNIL,Aug20_Sep15,K,CThruK,,,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,Weak,Slight,K,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,Other,AllElse,Westerly,LongAnticyc
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,Cloudy,Strong,Strong,Other,Weak,,Weak,,,LittleChange,,Increasing,XNIL,Jul16_Aug10,,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,,Moderate,Strong,J,,SIG,SIG,,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,,LittleChange,Other,LV,LVorOther,DenvCyclone
Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Neutral,,PC,PC,PC,,Weak,DCVZFavor,Weak,Weak,Weak,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jun15_Jul1,G,CThruK,Stifling,,MoreThanAve,G,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,GJ,,Moderate,Moderate,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,,SigPositive,,LV,LVorOther,LongAnticyc
WeakUp,,WeakUp,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,,,StrongWest,,Strong,Strong,,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Aug20_Sep15,,AB,PartInhibit,,Average,,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,,,SVR,SVR,SVR,HighEvrywher,Stable,VeryMoist,Steep,NoMajor,Other,DenvCyclone,PosToNeg,Other,NWQuad,LVorOther,E_NE
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,VeryWet,Clear,PC,Clear,PC,,Strong,Westerly,,Weak,Weak,,DecCapIncIns,Decreasing,Neutral,LittleChange,SVR,May15_Jun14,K,CThruK,,LessThanAve,LessThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,,K,XNIL,XNIL,SVR,Other,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,QStationary,AllElse,Westerly,
Neutral,StronUp,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Wet,PC,Clear,PC,PC,Strong,Strong,StrongWest,Strong,,Weak,Marked,LittleChange,LittleChange,Neutral,Increasing,SIG,Aug20_Sep15,G,,PartInhibit,,MoreThanAve,G,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,PosToNeg,,AllElse,Westerly,WidespdDnsl
Neutral,WeakUp,,WeakUp,WeakUp,Wet,Wet,Dry,Neutral,Clear,PC,Clear,Clear,Strong,Strong,,Strong,,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,,AB,Stifling,MoreThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,,B,PartInhibit,Weak,,B,SIG,SIG,SIG,LowSHighN,,Average,Steep,NoMajor,,E_W_N,LittleChange,Moving,NWQuad,Westerly,DenvCyclone
WeakUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,VeryWet,Wet,VeryWet,Clear,PC,PC,Cloudy,,,Westerly,,Weak,Weak,,LittleChange,,,LittleChange,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,E_W_S,SigNegative,,AllElse,Westerly,LV
Down,Neutral,,Neutral,,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug20_Sep15,A,,,LessThanAve,LessThanAve,ABI,LIGt0,,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,A,SVR,SVR,SVR,HighEvrywher,Stable,Average,CloseToDryAd,StrongFront,DryMMoistL,DenvCyclone,LittleChange,QStationary,SWQuad,LVorOther,DenvCyclone
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,,,Wet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jun15_Jul1,G,CThruK,,Average,Average,G,N5GtLIGt_8,,Average,LessUnstable,,,Moderate,Moderate,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,Other,E_W_N,SigNegative,,NWQuad,LVorOther,LongAnticyc
,Down,WeakUp,WeakUp,WeakUp,Dry,Neutral,VeryWet,,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Weak,,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,B,AB,PartInhibit,,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,TotalInhibit,Weak,,B,XNIL,XNIL,SIG,HighEvrywher,Steep,Dry,ModerateOrLe,OtherRapid,DryMMoistL,,SigNegative,,AllElse,LVorOther,DenvCyclone
Down,StronUp,StrongUp,Neutral,Neutral,Neutral,Wet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,,Strong,,IncCapDecIns,Increasing,Negative,Decreasing,SVR,May15_Jun14,,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,,,ACEFK,PartInhibit,Moderate,Strong,K,SVR,SVR,SVR,Other,,VeryMoist,,,DryMMoistL,DryLine,SigPositive,,AllElse,Westerly,SEQuad
Down,WeakUp,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,VeryWet,PC,Clear,Clear,PC,,,Westerly,,,,,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,,Average,Average,D,,Moderate,,,SIG,,SIG,LowMtsHighPl,Steep,Dry,Steep,MarkedUpper,,DryLine,PosToNeg,,NWQuad,LVorOther,DenvCyclone
,Neutral,WeakUp,WeakUp,WeakUp,Dry,Neutral,Dry,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,,Strong,Strong,K,SVR,SVR,SVR,,Steep,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,,Moving,AllElse,LVorOther,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,,Wet,PC,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,,Jul16_Aug10,E,CThruK,,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,,PartInhibit,Weak,Slight,E,XNIL,XNIL,SIG,LowEvrywhere,Steep,Average,CloseToDryAd,NoMajor,,,NegToPos,Moving,SWQuad,LVorOther,LV
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Dry,Dry,Wet,Wet,PC,PC,Clear,PC,,Weak,DCVZFavor,,Weak,Strong,,LittleChange,,Neutral,LittleChange,XNIL,May15_Jun14,I,CThruK,PartInhibit,Average,Average,ABI,LILt_8,Stability,Average,MoreUnstable,HI,,Unfavorable,,,,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,E_W_N,LittleChange,Moving,SWQuad,Westerly,E_NE
Neutral,,Neutral,StrongUp,StrongUp,VeryWet,Neutral,VeryWet,VeryWet,Clear,PC,Clear,Clear,,,Other,,,,,DecCapIncIns,,Negative,Decreasing,SIG,Aug20_Sep15,B,AB,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,Average,B,PartInhibit,Moderate,Slight,,XNIL,,SIG,HighEvrywher,Steep,VeryMoist,Steep,NoMajor,Other,E_W_S,LittleChange,Other,LV,LVorOther,SEQuad
StrongUp,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,,Weak,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,F,CThruK,,LessThanAve,LessThanAve,F,N1GtLIGt_4,Neutral,Average,,ACEFK,,Weak,Strong,F,XNIL,,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_N,,,AllElse,LVorOther,
Down,Neutral,WeakUp,Down,Down,Neutral,,Wet,Wet,Clear,Clear,Clear,Clear,Weak,,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Decreasing,SIG,Jul2_Jul15,B,,PartInhibit,LessThanAve,LessThanAve,,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,,Unfavorable,,B,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,
WeakUp,Neutral,Down,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,PC,PC,Strong,Strong,Other,,,,,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Aug20_Sep15,J,CThruK,Stifling,MoreThanAve,LessThanAve,CDEJ,,Neutral,Average,Average,GJ,,Strong,Moderate,J,,SVR,SVR,,,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,QStationary,,LVorOther,DenvCyclone
,WeakUp,Down,Down,Down,VeryWet,Wet,VeryWet,VeryWet,Cloudy,Cloudy,,Cloudy,Strong,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,StrongPos,LittleChange,SIG,Aug20_Sep15,K,CThruK,,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Moderate,K,SVR,SVR,SVR,HighEvrywher,Stable,Dry,,StrongFront,Other,MovingFtorOt,SigNegative,QStationary,NWQuad,Westerly,
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,,,Dry,Cloudy,PC,Cloudy,PC,Weak,Weak,Westerly,Weak,Weak,,,IncCapDecIns,,Negative,Decreasing,SIG,Aug20_Sep15,C,CThruK,,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,,XNIL,XNIL,SIG,LowEvrywhere,Stable,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,PosToNeg,,LV,LVorOther,LongAnticyc
,,Neutral,StrongUp,StrongUp,Wet,,Neutral,,PC,Clear,PC,PC,Weak,Strong,StrongWest,Strong,Strong,Strong,,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug20_Sep15,A,,PartInhibit,Average,Average,ABI,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,,,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,VeryMoist,Steep,StrongFront,DryMMoistL,Other,PosToNeg,Other,SWQuad,Westerly,E_NE
Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,,VeryWet,Clear,Clear,Clear,,Weak,Weak,StrongWest,Weak,,Weak,Some,IncCapDecIns,Increasing,Negative,Increasing,,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N1GtLIGt_4,,Average,MoreUnstable,ACEFK,PartInhibit,Weak,,,XNIL,XNIL,SIG,,ModerateOrLe,Average,CloseToDryAd,,Other,MovingFtorOt,,,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,WeakUp,WeakUp,WeakUp,,Dry,,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,May15_Jun14,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,,ACEFK,,Moderate,Strong,E,,XNIL,,,,Dry,ModerateOrLe,NoMajor,MoistMDryL,MovingFtorOt,SigNegative,Moving,SWQuad,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,,Weak,Westerly,,,Weak,Some,LittleChange,LittleChange,Neutral,,XNIL,May15_Jun14,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,C,XNIL,,XNIL,LowAtStation,Steep,Dry,Steep,NoMajor,MoistMDryL,E_W_N,NegToPos,,AllElse,,WidespdDnsl
Down,WeakUp,Neutral,Down,Down,VeryWet,Dry,Neutral,Dry,PC,,PC,PC,Strong,Strong,DCVZFavor,Strong,,Strong,Some,,LittleChange,Neutral,LittleChange,XNIL,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,,Stability,Average,Average,ACEFK,,Weak,Strong,E,SVR,,SVR,LowSHighN,ModerateOrLe,Average,Steep,OtherRapid,MoistMDryL,,SigPositive,,SWQuad,Westerly,LV
Neutral,Neutral,,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,,PC,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Strong,Weak,Some,DecCapIncIns,Decreasing,,LittleChange,,Aug11_Aug20,J,CThruK,PartInhibit,,LessThanAve,CDEJ,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,GJ,,Weak,Slight,J,XNIL,XNIL,,LowAtStation,Steep,Dry,CloseToDryAd,NoMajor,DryMMoistL,,SigNegative,Other,LV,LVorOther,LV
Down,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,Wet,Wet,PC,,PC,PC,Weak,Strong,,Strong,Strong,Strong,Some,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jul2_Jul15,E,CThruK,,Average,LessThanAve,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Moderate,E,SVR,SVR,SVR,,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,DryLine,,,SWQuad,,LongAnticyc
