N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
WeakUp,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,PC,PC,PC,Weak,Weak,Westerly,,Strong,Weak,Some,,Increasing,Negative,Decreasing,,Jun15_Jul1,I,,Stifling,Average,MoreThanAve,ABI,,Stability,LessUnstable,LessUnstable,HI,,Weak,Slight,I,XNIL,XNIL,,LowSHighN,Steep,Average,Steep,MarkedUpper,,E_W_S,NegToPos,QStationary,SWQuad,,DenvCyclone
,Neutral,,Neutral,Neutral,Dry,Dry,Dry,Dry,Clear,,Clear,Clear,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul2_Jul15,,CThruK,,Average,LessThanAve,,N5GtLIGt_8,Neutral,,,,PartInhibit,,Slight,J,SIG,SIG,SIG,LowAtStation,Steep,Dry,,NoMajor,,DryLine,LittleChange,Other,LV,LVorOther,
,WeakUp,Neutral,WeakUp,WeakUp,Dry,VeryWet,VeryWet,VeryWet,Clear,,,,Strong,Strong,Westerly,Weak,,,Marked,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,,C,,PartInhibit,Average,,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,,,PartInhibit,Moderate,Strong,C,,SIG,SIG,LowNHighS,Steep,,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,,,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Down,,Down,,,Neutral,,PC,PC,PC,PC,Strong,Strong,Westerly,Weak,,Weak,Marked,,Increasing,Neutral,,SVR,Aug11_Aug20,D,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,,LessUnstable,LessUnstable,,,Weak,Slight,D,SIG,SIG,SVR,LowSHighN,CloseToDryAd,,CloseToDryAd,,,DryLine,PosToNeg,QStationary,AllElse,Westerly,WidespdDnsl
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,,Neutral,Cloudy,,,Cloudy,,,Westerly,,Weak,Weak,,,Decreasing,Negative,Decreasing,XNIL,,B,,PartInhibit,,,ABI,N1GtLIGt_4,Stability,LessUnstable,,,Stifling,,Slight,B,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,Steep,NoMajor,,DenvCyclone,,Other,AllElse,Westerly,E_NE
,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Wet,VeryWet,PC,Cloudy,Cloudy,Cloudy,,,,,,,,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,Average,,N5GtLIGt_8,Stability,LessUnstable,,,,Unfavorable,,B,XNIL,XNIL,XNIL,LowSHighN,Steep,VeryMoist,Steep,NoMajor,,DenvCyclone,LittleChange,Other,AllElse,LVorOther,
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Weak,,Weak,,,,LittleChange,LittleChange,WeakPos,LittleChange,SIG,,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,,E,XNIL,,SIG,LowEvrywhere,CloseToDryAd,,,NoMajor,DryMMoistL,E_W_N,SigNegative,,SWQuad,LVorOther,
Neutral,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,,Clear,,Weak,,,Weak,,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,,CThruK,PartInhibit,,LessThanAve,,,Stability,Average,Average,,Stifling,Moderate,,,XNIL,XNIL,XNIL,,CloseToDryAd,Dry,Steep,NoMajor,,,PosToNeg,,NWQuad,,WidespdDnsl
Down,StronUp,WeakUp,,,Wet,Neutral,Neutral,,,Clear,Clear,,,Strong,Other,,Weak,Weak,,,Decreasing,Neutral,,SIG,Jul2_Jul15,I,,PartInhibit,LessThanAve,LessThanAve,,,Instability,MoreUnstable,,HI,PartInhibit,Weak,,I,XNIL,XNIL,SIG,,,,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,QStationary,SWQuad,Westerly,
Neutral,WeakUp,,Neutral,Neutral,Dry,VeryWet,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Some,,,,Increasing,SIG,Aug20_Sep15,I,CThruK,,Average,MoreThanAve,,,Instability,Average,Average,HI,,Strong,Strong,I,SVR,SVR,SVR,LowSHighN,Steep,Average,,OtherRapid,DryMMoistL,E_W_S,,Moving,LV,LVorOther,E_NE
Neutral,Neutral,Down,Neutral,Neutral,VeryWet,,VeryWet,VeryWet,PC,Clear,Clear,Clear,Weak,Strong,,Weak,Strong,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,,C,CThruK,Stifling,,Average,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,TotalInhibit,,Slight,,XNIL,XNIL,SIG,LowEvrywhere,Steep,Dry,Steep,MarkedUpper,MoistMDryL,,NegToPos,,NWQuad,Westerly,WidespdDnsl
Down,,Down,,,Dry,Neutral,Dry,,Clear,Clear,,Clear,,Strong,Other,,Strong,Strong,,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,E,,Stifling,,Average,CDEJ,LIGt0,Instability,,MoreUnstable,ACEFK,Stifling,Unfavorable,,,XNIL,XNIL,SIG,LowSHighN,,,Steep,NoMajor,MoistMDryL,DenvCyclone,,QStationary,SWQuad,Westerly,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,,Neutral,Clear,PC,Clear,Clear,Weak,,,,,,,LittleChange,LittleChange,,Increasing,,,I,,,LessThanAve,LessThanAve,ABI,LILt_8,Instability,MoreUnstable,,HI,PartInhibit,Moderate,,I,XNIL,,SIG,,Steep,Dry,Steep,StrongFront,Other,,,QStationary,SWQuad,Westerly,DenvCyclone
,StronUp,,Neutral,Neutral,Neutral,Wet,Neutral,,PC,Clear,Clear,,Strong,,Other,Strong,,Weak,,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,,,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,,C,SVR,SVR,,Other,CloseToDryAd,Dry,,MarkedUpper,DryMMoistL,E_W_N,SigPositive,,NWQuad,Westerly,LongAnticyc
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,PC,PC,,Cloudy,,,Westerly,,Weak,Weak,,LittleChange,,,LittleChange,XNIL,Aug11_Aug20,B,,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,,LessUnstable,LessUnstable,B,,Strong,Strong,B,XNIL,,,LowSHighN,ModerateOrLe,Average,Steep,OtherRapid,Other,DenvCyclone,LittleChange,Moving,SWQuad,LVorOther,DenvCyclone
Down,,Neutral,Down,,Dry,Neutral,,VeryWet,Clear,Clear,Clear,Clear,,Strong,Westerly,Weak,,,,IncCapDecIns,Increasing,Negative,LittleChange,,Aug20_Sep15,,,,MoreThanAve,MoreThanAve,,,Neutral,LessUnstable,LessUnstable,B,Stifling,,Moderate,B,SIG,,SIG,HighEvrywher,,,,NoMajor,Other,DenvCyclone,PosToNeg,,,,DenvCyclone
WeakUp,,,StrongUp,,Wet,Wet,Neutral,Wet,,,PC,Cloudy,Strong,Strong,DCVZFavor,Strong,,,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,,J,CThruK,,LessThanAve,LessThanAve,CDEJ,LILt_8,Stability,,MoreUnstable,GJ,,Moderate,,J,,XNIL,SIG,LowMtsHighPl,,Dry,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,,LV,LVorOther,
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,,,PC,PC,Weak,,DCVZFavor,,,,Some,LittleChange,LittleChange,,Increasing,SIG,Aug20_Sep15,,CThruK,,LessThanAve,LessThanAve,CDEJ,,Stability,,,ACEFK,,,Strong,C,,,SIG,LowEvrywhere,,Dry,,MarkedUpper,,E_W_S,,Other,AllElse,,LV
WeakUp,Neutral,,Neutral,Neutral,Wet,Neutral,Wet,Neutral,PC,PC,,PC,,,StrongWest,,,,,,Increasing,Neutral,Increasing,XNIL,May15_Jun14,D,CThruK,PartInhibit,Average,MoreThanAve,,N1GtLIGt_4,,,MoreUnstable,D,PartInhibit,,,D,SVR,SVR,SVR,,ModerateOrLe,Average,Steep,StrongFront,Other,,PosToNeg,Other,,LVorOther,SEQuad
,,Neutral,StrongUp,,Dry,Wet,,VeryWet,PC,Clear,Clear,Clear,,Strong,DCVZFavor,Weak,Strong,Strong,,DecCapIncIns,,WeakPos,Increasing,SIG,Aug20_Sep15,G,CThruK,,Average,Average,G,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,,PartInhibit,Moderate,Moderate,G,XNIL,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,,MoistMDryL,,PosToNeg,,,Westerly,LV
,,Neutral,,Neutral,Neutral,Dry,Neutral,Wet,PC,,Cloudy,,,,,,Weak,Weak,Marked,IncCapDecIns,,Negative,Increasing,SIG,,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,,,Average,Average,ACEFK,PartInhibit,Moderate,,,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,,Steep,StrongFront,Other,,,QStationary,,LVorOther,WidespdDnsl
Neutral,,,Neutral,Neutral,Dry,Wet,Dry,Dry,Clear,Clear,,,Strong,Strong,StrongWest,Weak,Weak,Weak,,IncCapDecIns,Increasing,,,SIG,Aug20_Sep15,J,,Stifling,Average,MoreThanAve,,,Stability,LessUnstable,,GJ,,Strong,Moderate,J,XNIL,,SIG,LowEvrywhere,,Average,,NoMajor,MoistMDryL,DryLine,PosToNeg,,LV,LVorOther,LV
Neutral,StronUp,StrongUp,StrongUp,StrongUp,Neutral,,Neutral,,Clear,Cloudy,Cloudy,Cloudy,,,DCVZFavor,,,Weak,,LittleChange,LittleChange,,Increasing,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,,PartInhibit,Weak,Moderate,J,,XNIL,XNIL,,ModerateOrLe,Dry,CloseToDryAd,,DryMMoistL,E_W_S,LittleChange,,,LVorOther,LongAnticyc
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Dry,Neutral,,Clear,PC,PC,Cloudy,Weak,Weak,,Weak,,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,LILt_8,Instability,MoreUnstable,Average,HI,,,Strong,H,SIG,SIG,,,,,CloseToDryAd,MarkedUpper,Other,,,,NWQuad,,SEQuad
WeakUp,WeakUp,WeakUp,,WeakUp,,,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,,,,,,Weak,Marked,DecCapIncIns,Decreasing,Negative,,SIG,,,,,LessThanAve,LessThanAve,,N1GtLIGt_4,Instability,Average,,,,,Strong,B,SVR,,SVR,LowMtsHighPl,Stable,,Steep,NoMajor,DryMMoistL,DenvCyclone,,Other,,,DenvCyclone
Down,Neutral,,Down,Down,VeryWet,,Dry,Dry,PC,Clear,,PC,,,Westerly,,,,,IncCapDecIns,,Negative,LittleChange,XNIL,Jul16_Aug10,,,PartInhibit,,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,GJ,,,Moderate,J,XNIL,XNIL,XNIL,HighEvrywher,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,LV,LVorOther,LV
Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,PC,PC,Cloudy,,Strong,Strong,StrongWest,,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jul2_Jul15,K,CThruK,PartInhibit,Average,Average,,N1GtLIGt_4,Instability,,MoreUnstable,ACEFK,,Unfavorable,,K,XNIL,XNIL,SIG,Other,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,,AllElse,,WidespdDnsl
WeakUp,Neutral,StrongUp,Neutral,Neutral,Dry,VeryWet,Neutral,Dry,Clear,Clear,Clear,,,,Other,,Weak,Weak,,,,StrongPos,Increasing,XNIL,Jun15_Jul1,I,CThruK,PartInhibit,,Average,,,Instability,Average,MoreUnstable,,PartInhibit,,,I,,XNIL,,LowSHighN,,,Steep,NoMajor,,,,,SWQuad,LVorOther,DenvCyclone
WeakUp,WeakUp,,,,Dry,,Neutral,Neutral,,PC,Clear,Clear,,,Other,,Strong,Weak,,,,Neutral,LittleChange,XNIL,May15_Jun14,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,,Stability,LessUnstable,,GJ,,Weak,Moderate,J,SIG,SIG,SIG,LowAtStation,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,DryLine,,Other,LV,LVorOther,
WeakUp,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,,,DCVZFavor,,,Weak,,IncCapDecIns,,,Increasing,,Jul16_Aug10,E,CThruK,,Average,MoreThanAve,CDEJ,LILt_8,Stability,MoreUnstable,MoreUnstable,,,Strong,Strong,E,,,SVR,LowAtStation,Steep,Average,ModerateOrLe,OtherRapid,,E_W_S,,Other,SWQuad,LVorOther,LongAnticyc
WeakUp,,WeakUp,Neutral,Neutral,Dry,,VeryWet,VeryWet,PC,,PC,PC,Strong,Strong,Westerly,,,,Some,,LittleChange,Neutral,,SVR,Jul2_Jul15,,AB,PartInhibit,,,ABI,N5GtLIGt_8,,Average,,ACEFK,,Moderate,Strong,A,SVR,SVR,SVR,LowNHighS,Stable,VeryMoist,,StrongFront,DryMMoistL,,SigNegative,Other,,Westerly,DenvCyclone
,StronUp,,WeakUp,WeakUp,,,,Dry,,PC,,PC,,,Westerly,,,,,LittleChange,LittleChange,StrongPos,LittleChange,,Aug20_Sep15,K,CThruK,Stifling,Average,Average,K,,Stability,MoreUnstable,Average,ACEFK,PartInhibit,Weak,,K,XNIL,,XNIL,Other,Steep,,CloseToDryAd,MarkedUpper,DryMMoistL,,,,NWQuad,,
Neutral,Down,,Neutral,Neutral,Wet,Neutral,Neutral,,PC,Clear,,Cloudy,Weak,Weak,Westerly,Weak,Weak,Weak,,,,WeakPos,Decreasing,SIG,Jul2_Jul15,B,AB,,,MoreThanAve,ABI,,Instability,,MoreUnstable,B,,,Strong,B,SVR,SVR,SVR,HighEvrywher,,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,,SEQuad
Neutral,Neutral,,,Neutral,Neutral,VeryWet,VeryWet,VeryWet,Clear,Cloudy,Clear,PC,,,DCVZFavor,,,,,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul2_Jul15,A,AB,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,Average,MoreUnstable,ACEFK,TotalInhibit,Moderate,Slight,A,SIG,SIG,SIG,,ModerateOrLe,VeryMoist,,MarkedUpper,DryMMoistL,E_W_S,,,SWQuad,,DenvCyclone
,,Neutral,Neutral,Neutral,Dry,,VeryWet,Wet,,Clear,Cloudy,Cloudy,Weak,Weak,StrongWest,Weak,Weak,,,LittleChange,LittleChange,,Decreasing,XNIL,May15_Jun14,,,TotalInhibit,Average,,ABI,N5GtLIGt_8,Neutral,Average,Average,,,,Strong,A,XNIL,XNIL,,LowMtsHighPl,Steep,Average,Steep,OtherRapid,Other,DenvCyclone,LittleChange,Other,SWQuad,Westerly,DenvCyclone
StrongUp,,Down,WeakUp,WeakUp,Dry,Neutral,VeryWet,,Clear,PC,Clear,,,,Other,,,,,,,Negative,Decreasing,,Jul16_Aug10,A,AB,,Average,,ABI,N5GtLIGt_8,Neutral,MoreUnstable,,,,Moderate,Strong,,SVR,SVR,SVR,HighEvrywher,CloseToDryAd,Average,Steep,,DryMMoistL,DenvCyclone,NegToPos,Other,AllElse,Westerly,DenvCyclone
Neutral,,,WeakUp,WeakUp,Neutral,Neutral,Dry,Dry,Clear,,Clear,,,,,,,,,LittleChange,,Neutral,LittleChange,XNIL,,E,,PartInhibit,,Average,CDEJ,N1GtLIGt_4,,MoreUnstable,,,,,Moderate,,,SVR,SVR,LowEvrywhere,,Dry,ModerateOrLe,OtherRapid,MoistMDryL,,NegToPos,,,Westerly,DenvCyclone
StrongUp,Neutral,Down,,Neutral,Dry,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,,DCVZFavor,,,,,LittleChange,LittleChange,Neutral,,XNIL,May15_Jun14,A,,,Average,Average,ABI,N1GtLIGt_4,,,,ACEFK,,Unfavorable,,,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Dry,Steep,MarkedUpper,DryMMoistL,,LittleChange,Moving,SWQuad,LVorOther,DenvCyclone
Down,StronUp,Down,Down,Down,Neutral,,Neutral,Dry,PC,PC,,Clear,Weak,Strong,,Strong,,Weak,Marked,,Increasing,Negative,Decreasing,XNIL,May15_Jun14,E,CThruK,TotalInhibit,,MoreThanAve,,,Neutral,MoreUnstable,LessUnstable,,,Weak,,E,SIG,,,Other,CloseToDryAd,Average,ModerateOrLe,,,,SigNegative,,,LVorOther,LV
,StronUp,StrongUp,StrongUp,StrongUp,Wet,,VeryWet,,Clear,Cloudy,Cloudy,,,Strong,Other,,,Weak,,LittleChange,LittleChange,WeakPos,LittleChange,SVR,Aug20_Sep15,A,,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,A,SVR,,,,ModerateOrLe,VeryMoist,,StrongFront,DryMMoistL,DenvCyclone,,,,Westerly,LV
WeakUp,,WeakUp,WeakUp,WeakUp,Neutral,Wet,,VeryWet,,Clear,,,,,Other,,Strong,Strong,,LittleChange,LittleChange,Negative,Decreasing,XNIL,,,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,Average,,GJ,,Weak,Slight,G,SIG,,,,CloseToDryAd,Average,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,SigNegative,,SWQuad,Westerly,LongAnticyc
WeakUp,,WeakUp,WeakUp,WeakUp,VeryWet,,,Wet,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Weak,Weak,,Marked,IncCapDecIns,,WeakPos,Increasing,,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,,,K,XNIL,XNIL,SVR,,CloseToDryAd,VeryMoist,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,Moving,AllElse,Westerly,LongAnticyc
Down,Neutral,,Neutral,,VeryWet,,Wet,,,Clear,Clear,Clear,,,Westerly,,,,,LittleChange,LittleChange,Neutral,Decreasing,XNIL,,A,AB,,,LessThanAve,,N5GtLIGt_8,Stability,Average,LessUnstable,ACEFK,,Moderate,,,,XNIL,XNIL,,,Average,Steep,OtherRapid,Other,DenvCyclone,SigNegative,,SWQuad,Westerly,
WeakUp,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,Clear,Clear,Clear,Clear,,,Other,,Weak,Weak,,LittleChange,LittleChange,Neutral,,XNIL,Aug20_Sep15,D,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,D,PartInhibit,Strong,Strong,D,SVR,SVR,SVR,HighEvrywher,Stable,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,SigNegative,Other,NWQuad,Westerly,LV
,StronUp,Down,StrongUp,StrongUp,Wet,VeryWet,Wet,VeryWet,PC,PC,PC,Cloudy,Strong,Strong,,Strong,Weak,Weak,Some,,LittleChange,StrongPos,,,Aug20_Sep15,,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,,N1GtLIGt_4,Stability,LessUnstable,,GJ,,,Strong,J,,,SIG,LowAtStation,ModerateOrLe,,,OtherRapid,Other,DryLine,LittleChange,,,LVorOther,SEQuad
Neutral,Neutral,Neutral,,Neutral,Dry,Neutral,Dry,,PC,Clear,Cloudy,,,,DCVZFavor,,Strong,,,,,Negative,LittleChange,XNIL,Jul2_Jul15,J,,,LessThanAve,,CDEJ,LILt_8,,MoreUnstable,MoreUnstable,GJ,,Strong,Slight,J,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,,MoistMDryL,,NegToPos,,,LVorOther,SEQuad
Down,StronUp,,Neutral,Neutral,Wet,VeryWet,VeryWet,Wet,,Clear,Clear,Clear,Strong,,,Strong,Strong,Weak,Marked,,Increasing,Neutral,Decreasing,SVR,May15_Jun14,E,,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,,ACEFK,PartInhibit,,Slight,E,XNIL,XNIL,,LowSHighN,Stable,Average,ModerateOrLe,,MoistMDryL,DenvCyclone,LittleChange,,,Westerly,WidespdDnsl
,,Neutral,,Neutral,Wet,Dry,Wet,Wet,PC,,Clear,Clear,,Strong,Westerly,Strong,,Strong,,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Jun15_Jul1,G,,Stifling,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Stability,,,GJ,,Moderate,Strong,,,SVR,SVR,,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,,SigNegative,,LV,LVorOther,
,StronUp,Neutral,WeakUp,WeakUp,,Dry,Dry,Dry,PC,PC,PC,PC,,,Other,,Weak,Weak,Marked,IncCapDecIns,Increasing,,LittleChange,,May15_Jun14,,CThruK,TotalInhibit,MoreThanAve,,,N5GtLIGt_8,,Average,Average,GJ,,Moderate,Slight,G,SIG,SIG,,,Steep,Dry,,MarkedUpper,Other,,SigNegative,,NWQuad,Westerly,WidespdDnsl
Down,Neutral,StrongUp,Down,Down,Dry,,Wet,Neutral,Cloudy,Clear,Cloudy,,,,Other,,,Weak,,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,,G,,PartInhibit,LessThanAve,LessThanAve,G,N1GtLIGt_4,Stability,Average,Average,GJ,,,,,XNIL,XNIL,,,CloseToDryAd,Dry,CloseToDryAd,,MoistMDryL,,LittleChange,,SWQuad,LVorOther,LongAnticyc
WeakUp,Neutral,,,WeakUp,,,Neutral,,,Cloudy,,PC,,Weak,Other,,,,Some,IncCapDecIns,,Negative,LittleChange,SVR,Aug20_Sep15,G,,,,,G,N1GtLIGt_4,Instability,LessUnstable,Average,GJ,,,Moderate,G,SVR,SVR,,LowAtStation,CloseToDryAd,Dry,Steep,NoMajor,,,LittleChange,,AllElse,Westerly,WidespdDnsl
,Neutral,Neutral,Neutral,Neutral,,Dry,VeryWet,,PC,,Cloudy,,Strong,Strong,DCVZFavor,Weak,,Strong,Some,IncCapDecIns,Increasing,Negative,,,May15_Jun14,B,AB,PartInhibit,Average,MoreThanAve,,LIGt0,,,,,,Unfavorable,,B,SIG,SIG,SIG,,ModerateOrLe,Dry,,,DryMMoistL,Other,LittleChange,Moving,LV,,DenvCyclone
Down,,StrongUp,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Clear,,Clear,Clear,,Strong,Westerly,,,Weak,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,May15_Jun14,B,AB,,MoreThanAve,,ABI,N1GtLIGt_4,Instability,LessUnstable,,B,,Moderate,Moderate,B,,,,HighEvrywher,Steep,Dry,,NoMajor,Other,E_W_S,,Other,SWQuad,LVorOther,DenvCyclone
Down,Down,Neutral,Down,Down,Wet,,Wet,,PC,,Clear,Clear,,Weak,,Strong,,,Some,LittleChange,LittleChange,,Increasing,SVR,,K,CThruK,PartInhibit,Average,,K,,Stability,,LessUnstable,ACEFK,,,,K,XNIL,SIG,SVR,LowAtStation,Steep,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,,AllElse,LVorOther,LV
Neutral,Neutral,Down,Neutral,Neutral,Neutral,,,Dry,,Clear,Clear,,,,DCVZFavor,,,Weak,,,Increasing,Negative,LittleChange,XNIL,May15_Jun14,E,CThruK,Stifling,,MoreThanAve,,,,LessUnstable,LessUnstable,ACEFK,,Weak,Slight,E,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,,,,LV
WeakUp,,StrongUp,StrongUp,StrongUp,Neutral,Wet,VeryWet,VeryWet,,,PC,,Strong,Strong,DCVZFavor,,,Strong,Marked,DecCapIncIns,,Negative,LittleChange,,,,AB,Stifling,Average,LessThanAve,ABI,LILt_8,,LessUnstable,LessUnstable,B,TotalInhibit,Weak,,,XNIL,XNIL,XNIL,HighEvrywher,,VeryMoist,,NoMajor,DryMMoistL,E_W_N,LittleChange,Other,AllElse,Westerly,
Down,StronUp,Neutral,Neutral,,Wet,Dry,Neutral,Neutral,,Clear,Clear,Clear,,,Other,,Weak,,,IncCapDecIns,Increasing,,,,Jul2_Jul15,,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Instability,,MoreUnstable,GJ,,Weak,Moderate,J,SVR,,SVR,LowSHighN,ModerateOrLe,Dry,CloseToDryAd,,,DryLine,,Other,,,DenvCyclone
WeakUp,Neutral,Neutral,Neutral,,Wet,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,,Strong,Other,,Strong,,,,,Negative,Decreasing,SIG,Jul2_Jul15,E,CThruK,PartInhibit,Average,LessThanAve,,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,,E,XNIL,XNIL,SIG,LowAtStation,Steep,Average,,NoMajor,Other,E_W_N,SigNegative,,LV,Westerly,LV
WeakUp,StronUp,Down,,Down,Neutral,Wet,Wet,Wet,,Clear,Clear,Clear,,,DCVZFavor,,Weak,,,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,LILt_8,,Average,,GJ,,Strong,,J,XNIL,XNIL,SIG,HighEvrywher,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,,Other,LV,LVorOther,E_NE
Down,Neutral,Neutral,,,Wet,,Dry,Dry,,,Clear,Clear,,,StrongWest,,,,,IncCapDecIns,,Neutral,LittleChange,XNIL,,E,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Instability,Average,Average,,Stifling,Moderate,Slight,E,SVR,SIG,SIG,HighEvrywher,,,Steep,,,,,Other,SWQuad,Westerly,LV
