N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
WeakUp,StronUp,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,,Clear,Clear,,,Westerly,,,Weak,Some,,Decreasing,,Decreasing,,Aug20_Sep15,I,,PartInhibit,,,,N1GtLIGt_4,,,MoreUnstable,HI,Stifling,Weak,,,SVR,,,LowSHighN,Stable,Average,Steep,NoMajor,Other,MovingFtorOt,,Moving,SWQuad,Westerly,E_NE
,WeakUp,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,Clear,Cloudy,Cloudy,Cloudy,,,Other,,,,,IncCapDecIns,Increasing,StrongPos,Increasing,,May15_Jun14,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,,B,Stifling,Weak,,B,SIG,SIG,SIG,Other,,,Steep,NoMajor,DryMMoistL,E_W_N,,,,Westerly,SEQuad
Down,StronUp,Down,Down,,Dry,Neutral,VeryWet,Wet,Cloudy,,PC,Clear,Weak,Strong,,,,,Marked,LittleChange,,Neutral,LittleChange,SIG,May15_Jun14,H,CThruK,PartInhibit,Average,Average,H,N5GtLIGt_8,Neutral,Average,Average,,PartInhibit,,,H,XNIL,XNIL,,LowMtsHighPl,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,LittleChange,,AllElse,Westerly,E_NE
Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,Wet,Clear,Cloudy,Clear,Clear,Strong,,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,Decreasing,SIG,Aug20_Sep15,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,,MoreUnstable,MoreUnstable,,Stifling,Strong,Slight,,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,Other,E_W_S,PosToNeg,Other,NWQuad,Westerly,LongAnticyc
StrongUp,,Down,,WeakUp,Neutral,Dry,Neutral,Neutral,PC,,PC,PC,,,,,,Weak,,LittleChange,,,LittleChange,XNIL,May15_Jun14,,CThruK,,LessThanAve,LessThanAve,F,N1GtLIGt_4,Stability,,Average,ACEFK,PartInhibit,Unfavorable,Slight,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,,PosToNeg,,AllElse,LVorOther,LV
StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,VeryWet,Clear,Cloudy,PC,Cloudy,,Strong,DCVZFavor,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,,LittleChange,SVR,,C,,,LessThanAve,,CDEJ,N1GtLIGt_4,Stability,Average,,ACEFK,,Weak,,C,XNIL,SVR,SVR,LowNHighS,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,,E_W_S,SigPositive,,NWQuad,LVorOther,LongAnticyc
Neutral,Down,Neutral,,Neutral,Wet,,,Wet,Cloudy,,Cloudy,PC,Weak,Weak,Other,,Weak,,,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,,E,CThruK,PartInhibit,Average,Average,CDEJ,,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,E,SIG,SIG,SIG,LowNHighS,,Average,ModerateOrLe,OtherRapid,MoistMDryL,,LittleChange,QStationary,,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,VeryWet,Wet,VeryWet,PC,Cloudy,Cloudy,Cloudy,,,Other,,,Weak,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Aug20_Sep15,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,,Average,ACEFK,TotalInhibit,,Slight,,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,Steep,,DryMMoistL,E_W_N,SigPositive,Other,,LVorOther,
WeakUp,Neutral,Neutral,,Neutral,Neutral,VeryWet,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,,SVR,,H,CThruK,PartInhibit,Average,MoreThanAve,H,N1GtLIGt_4,Instability,Average,MoreUnstable,HI,Stifling,Moderate,,H,XNIL,XNIL,SVR,Other,Stable,VeryMoist,,MarkedUpper,DryMMoistL,E_W_N,NegToPos,Moving,NWQuad,LVorOther,E_NE
Neutral,Neutral,Neutral,,Neutral,Neutral,,,Wet,PC,,PC,PC,,,Westerly,,,,,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Jul2_Jul15,D,CThruK,,,LessThanAve,CDEJ,N1GtLIGt_4,,LessUnstable,LessUnstable,D,TotalInhibit,Moderate,,D,,SIG,SIG,Other,Steep,Dry,ModerateOrLe,,Other,,NegToPos,,SWQuad,LVorOther,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,,Strong,Westerly,Weak,Weak,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LILt_8,,Average,LessUnstable,GJ,,Unfavorable,,,XNIL,,SIG,LowAtStation,CloseToDryAd,Dry,ModerateOrLe,,,,LittleChange,,LV,LVorOther,LV
WeakUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,VeryWet,,VeryWet,PC,Cloudy,Clear,PC,Weak,Strong,Other,,,,,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul16_Aug10,B,AB,,LessThanAve,LessThanAve,ABI,LIGt0,Neutral,LessUnstable,MoreUnstable,B,PartInhibit,Moderate,Moderate,B,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,OtherRapid,MoistMDryL,,LittleChange,Other,AllElse,LVorOther,DenvCyclone
,Neutral,Down,Neutral,Neutral,Dry,Dry,Neutral,,Clear,Cloudy,,Clear,,Weak,StrongWest,Weak,Weak,Weak,Some,,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,G,CThruK,,Average,MoreThanAve,G,N1GtLIGt_4,Neutral,Average,Average,GJ,,Strong,Strong,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,E_W_S,SigNegative,QStationary,AllElse,Westerly,LongAnticyc
WeakUp,,Neutral,Neutral,,,Wet,Neutral,Wet,Clear,Clear,Clear,Clear,,,StrongWest,,,,,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,May15_Jun14,K,CThruK,PartInhibit,Average,,K,LIGt0,Stability,Average,Average,ACEFK,PartInhibit,Moderate,Strong,K,,,,,Steep,VeryMoist,,StrongFront,DryMMoistL,DenvCyclone,SigPositive,,NWQuad,LVorOther,WidespdDnsl
Neutral,Neutral,,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,Clear,PC,,Clear,,Strong,Westerly,,,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Aug20_Sep15,,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,Stability,Average,LessUnstable,GJ,TotalInhibit,Weak,,G,XNIL,XNIL,SVR,LowEvrywhere,,Dry,CloseToDryAd,NoMajor,,,LittleChange,,NWQuad,,WidespdDnsl
StrongUp,WeakUp,WeakUp,WeakUp,WeakUp,VeryWet,Dry,Wet,Wet,PC,PC,PC,PC,,Strong,DCVZFavor,Weak,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,,Aug20_Sep15,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,,Moderate,,J,,XNIL,SIG,LowAtStation,Stable,Dry,Steep,,DryMMoistL,,LittleChange,,LV,LVorOther,LV
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,,Neutral,Wet,Clear,PC,,Clear,,Weak,,Strong,,Strong,,DecCapIncIns,,StrongPos,,XNIL,Jun15_Jul1,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,,LessUnstable,LessUnstable,GJ,,Weak,Slight,J,XNIL,XNIL,XNIL,Other,ModerateOrLe,Dry,,OtherRapid,MoistMDryL,DryLine,SigNegative,Other,AllElse,LVorOther,LV
Down,WeakUp,StrongUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,,Strong,Westerly,Strong,,,Some,IncCapDecIns,,WeakPos,,SIG,Jul16_Aug10,,CThruK,TotalInhibit,MoreThanAve,,G,N1GtLIGt_4,Instability,Average,MoreUnstable,GJ,,Moderate,Strong,G,SIG,SIG,SIG,,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,,LittleChange,QStationary,SWQuad,LVorOther,WidespdDnsl
Down,WeakUp,StrongUp,Neutral,Neutral,,Neutral,Wet,Wet,PC,PC,Cloudy,Cloudy,Weak,,DCVZFavor,,,Weak,Some,,Increasing,,LittleChange,SIG,May15_Jun14,H,CThruK,,Average,MoreThanAve,H,N5GtLIGt_8,Stability,LessUnstable,,HI,PartInhibit,Weak,Slight,H,XNIL,XNIL,,LowMtsHighPl,Stable,Average,,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,Moving,NWQuad,LVorOther,DenvCyclone
WeakUp,WeakUp,WeakUp,,WeakUp,Neutral,VeryWet,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,,,Weak,Weak,Weak,Marked,LittleChange,LittleChange,,Decreasing,XNIL,May15_Jun14,B,,PartInhibit,,LessThanAve,ABI,N5GtLIGt_8,Instability,Average,LessUnstable,B,,Unfavorable,,B,,XNIL,XNIL,LowMtsHighPl,,,Steep,NoMajor,,,LittleChange,,,,DenvCyclone
Down,Down,,Down,Down,VeryWet,Dry,Neutral,Neutral,PC,Cloudy,PC,PC,Weak,Strong,Other,,Weak,Weak,,IncCapDecIns,Increasing,Negative,,SIG,Aug20_Sep15,E,CThruK,,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,,PartInhibit,Strong,Moderate,E,XNIL,XNIL,SIG,,Steep,Dry,Steep,NoMajor,MoistMDryL,,SigNegative,QStationary,SWQuad,LVorOther,LongAnticyc
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Dry,,Dry,PC,PC,,Clear,,,Westerly,Strong,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Aug20_Sep15,K,CThruK,,Average,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,Weak,Slight,K,XNIL,,XNIL,LowEvrywhere,,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,Other,AllElse,Westerly,LongAnticyc
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,Cloudy,Strong,Strong,Other,Weak,,Weak,,,LittleChange,StrongPos,Increasing,XNIL,,J,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,,Moderate,Strong,J,SIG,SIG,SIG,LowAtStation,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,,LittleChange,Other,LV,LVorOther,DenvCyclone
Down,Neutral,Neutral,Neutral,,Dry,Wet,,,Clear,PC,PC,PC,,Weak,DCVZFavor,Weak,Weak,Weak,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jun15_Jul1,,CThruK,Stifling,,MoreThanAve,,,Stability,MoreUnstable,MoreUnstable,GJ,,Moderate,Moderate,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,E_W_S,SigPositive,,LV,LVorOther,LongAnticyc
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Dry,,Dry,,PC,Clear,Clear,,,StrongWest,,Strong,Strong,,DecCapIncIns,Decreasing,StrongPos,,XNIL,Aug20_Sep15,B,AB,PartInhibit,,Average,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,,B,SVR,,SVR,HighEvrywher,Stable,,,NoMajor,Other,DenvCyclone,,Other,NWQuad,LVorOther,E_NE
WeakUp,,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,VeryWet,Clear,PC,,,Strong,Strong,,,Weak,Weak,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,,May15_Jun14,K,CThruK,,LessThanAve,LessThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,,K,XNIL,,SVR,Other,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,QStationary,AllElse,Westerly,WidespdDnsl
Neutral,StronUp,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Wet,PC,Clear,PC,PC,Strong,,StrongWest,Strong,,Weak,,LittleChange,LittleChange,Neutral,Increasing,SIG,,G,CThruK,PartInhibit,MoreThanAve,MoreThanAve,G,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,,Weak,,G,XNIL,XNIL,,LowEvrywhere,,Average,CloseToDryAd,MarkedUpper,,DryLine,PosToNeg,,,Westerly,WidespdDnsl
Neutral,WeakUp,StrongUp,WeakUp,WeakUp,Wet,Wet,Dry,Neutral,Clear,PC,Clear,Clear,Strong,Strong,,Strong,,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,B,AB,Stifling,MoreThanAve,LessThanAve,,,Instability,MoreUnstable,,B,PartInhibit,Weak,,B,SIG,SIG,SIG,,Stable,Average,Steep,,DryMMoistL,E_W_N,LittleChange,Moving,,Westerly,DenvCyclone
,Neutral,StrongUp,StrongUp,StrongUp,Wet,,Wet,VeryWet,Clear,PC,PC,,,,Westerly,,Weak,Weak,,,LittleChange,,LittleChange,XNIL,Jul16_Aug10,E,CThruK,,LessThanAve,LessThanAve,CDEJ,LIGt0,,LessUnstable,LessUnstable,ACEFK,PartInhibit,,,E,,XNIL,XNIL,LowMtsHighPl,Steep,Average,,,MoistMDryL,E_W_S,,,,Westerly,
Down,,Down,Neutral,Neutral,,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,Strong,StrongWest,Strong,Weak,,Some,,LittleChange,Negative,Decreasing,XNIL,Aug20_Sep15,A,AB,,LessThanAve,LessThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,A,SVR,SVR,SVR,HighEvrywher,,Average,,StrongFront,DryMMoistL,DenvCyclone,LittleChange,,SWQuad,LVorOther,DenvCyclone
,WeakUp,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,VeryWet,PC,,,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,,Negative,,XNIL,Jun15_Jul1,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Neutral,Average,,GJ,,Moderate,,G,SIG,SIG,,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,Other,,SigNegative,,NWQuad,,LongAnticyc
StrongUp,Down,WeakUp,WeakUp,WeakUp,Dry,Neutral,VeryWet,Wet,Clear,PC,Clear,,Weak,Strong,DCVZFavor,Weak,Strong,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,,TotalInhibit,Weak,,B,XNIL,,SIG,,Steep,Dry,ModerateOrLe,OtherRapid,DryMMoistL,DenvCyclone,SigNegative,,,LVorOther,
Down,StronUp,StrongUp,Neutral,,Neutral,Wet,Wet,Wet,Clear,,Clear,Clear,Strong,Strong,DCVZFavor,Strong,,Strong,Some,IncCapDecIns,Increasing,Negative,Decreasing,SVR,,K,CThruK,PartInhibit,,LessThanAve,,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,K,SVR,SVR,SVR,Other,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,SigPositive,,AllElse,Westerly,SEQuad
Down,WeakUp,Neutral,WeakUp,,Dry,Dry,VeryWet,VeryWet,PC,,Clear,PC,,,Westerly,,,,,DecCapIncIns,,Neutral,LittleChange,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,,Neutral,Average,Average,D,,Moderate,Strong,D,SIG,SIG,SIG,LowMtsHighPl,Steep,Dry,Steep,MarkedUpper,MoistMDryL,DryLine,PosToNeg,,NWQuad,LVorOther,DenvCyclone
StrongUp,,WeakUp,,,Dry,Neutral,Dry,Neutral,PC,PC,PC,PC,,Strong,StrongWest,Strong,Strong,Strong,Marked,LittleChange,LittleChange,,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,,Average,K,,,MoreUnstable,MoreUnstable,ACEFK,,Strong,Strong,K,SVR,SVR,SVR,Other,Steep,VeryMoist,,MarkedUpper,DryMMoistL,DryLine,SigNegative,Moving,AllElse,LVorOther,WidespdDnsl
,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Wet,Wet,PC,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,,,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,E,CThruK,,Average,MoreThanAve,,N1GtLIGt_4,Neutral,,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,E,XNIL,,SIG,,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,,NegToPos,Moving,SWQuad,LVorOther,
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Dry,Dry,Wet,Wet,PC,PC,Clear,PC,,Weak,DCVZFavor,Weak,,Strong,Some,,LittleChange,Neutral,LittleChange,XNIL,,I,,PartInhibit,Average,Average,ABI,LILt_8,Stability,Average,,HI,,Unfavorable,,,,SIG,SIG,LowMtsHighPl,Steep,,CloseToDryAd,NoMajor,DryMMoistL,E_W_N,,Moving,SWQuad,Westerly,
Neutral,StronUp,Neutral,StrongUp,StrongUp,VeryWet,,VeryWet,VeryWet,Clear,,Clear,Clear,,Weak,Other,,,,,DecCapIncIns,Decreasing,Negative,Decreasing,,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,Average,B,,Moderate,Slight,,XNIL,XNIL,SIG,HighEvrywher,Steep,VeryMoist,Steep,NoMajor,Other,E_W_S,LittleChange,Other,LV,LVorOther,SEQuad
StrongUp,,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,,Weak,StrongWest,,Weak,Weak,Some,LittleChange,,WeakPos,,XNIL,Jul16_Aug10,F,CThruK,,LessThanAve,LessThanAve,,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,,Weak,Strong,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,,NoMajor,Other,E_W_N,SigNegative,,AllElse,LVorOther,LV
Down,Neutral,WeakUp,Down,Down,Neutral,Neutral,Wet,Wet,,Clear,Clear,Clear,Weak,,StrongWest,Weak,Weak,Weak,,IncCapDecIns,Increasing,,Decreasing,SIG,Jul2_Jul15,B,,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,,Unfavorable,,B,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,SEQuad
WeakUp,Neutral,Down,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,PC,,Strong,Strong,,,,,,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Aug20_Sep15,J,,Stifling,MoreThanAve,LessThanAve,,N5GtLIGt_8,Neutral,Average,Average,GJ,,Strong,Moderate,J,SVR,SVR,SVR,,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,QStationary,LV,LVorOther,DenvCyclone
StrongUp,WeakUp,Down,Down,Down,,Wet,VeryWet,,Cloudy,Cloudy,Cloudy,Cloudy,,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,StrongPos,LittleChange,SIG,Aug20_Sep15,K,CThruK,,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,,MoreUnstable,ACEFK,,Moderate,Moderate,K,,SVR,SVR,,Stable,,ModerateOrLe,StrongFront,,MovingFtorOt,SigNegative,QStationary,NWQuad,,WidespdDnsl
WeakUp,WeakUp,,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Cloudy,PC,Cloudy,PC,Weak,,Westerly,,Weak,,,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,C,,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,C,XNIL,XNIL,SIG,LowEvrywhere,Stable,,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,,,LV,LVorOther,LongAnticyc
Neutral,StronUp,Neutral,,StrongUp,,Neutral,Neutral,Wet,PC,Clear,PC,PC,Weak,Strong,StrongWest,Strong,Strong,Strong,Marked,LittleChange,LittleChange,,Increasing,SIG,,A,AB,PartInhibit,Average,Average,ABI,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,,A,XNIL,,,LowSHighN,ModerateOrLe,VeryMoist,,,DryMMoistL,,PosToNeg,Other,SWQuad,Westerly,E_NE
Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,PC,Weak,Weak,StrongWest,Weak,,Weak,Some,,Increasing,Negative,Increasing,SIG,May15_Jun14,,CThruK,PartInhibit,Average,MoreThanAve,,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,PartInhibit,,,,XNIL,XNIL,SIG,Other,ModerateOrLe,Average,CloseToDryAd,StrongFront,Other,,SigPositive,,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,WeakUp,WeakUp,WeakUp,Dry,Dry,Dry,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,,,Strong,,Weak,Marked,DecCapIncIns,Decreasing,,Decreasing,SVR,May15_Jun14,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,LessUnstable,ACEFK,,Moderate,Strong,E,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,ModerateOrLe,NoMajor,MoistMDryL,MovingFtorOt,SigNegative,,,,LV
,,,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,,Weak,Westerly,,,Weak,Some,,LittleChange,,,XNIL,May15_Jun14,,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,C,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,Steep,NoMajor,MoistMDryL,E_W_N,,,AllElse,LVorOther,WidespdDnsl
Down,WeakUp,Neutral,Down,Down,VeryWet,Dry,,Dry,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LILt_8,,,Average,ACEFK,,Weak,Strong,E,SVR,SVR,SVR,LowSHighN,ModerateOrLe,Average,Steep,OtherRapid,MoistMDryL,,SigPositive,,,,LV
Neutral,,,WeakUp,WeakUp,Neutral,Dry,Neutral,,Clear,PC,Clear,,,Strong,DCVZFavor,Weak,Strong,Weak,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SVR,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,GJ,,Weak,Slight,J,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,,,DryMMoistL,DryLine,SigNegative,Other,LV,LVorOther,LV
Down,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,Wet,Wet,PC,PC,PC,PC,,,Westerly,Strong,,Strong,Some,,LittleChange,Neutral,Decreasing,,Jul2_Jul15,E,CThruK,PartInhibit,Average,,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Moderate,,SVR,SVR,SVR,LowNHighS,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,,SWQuad,LVorOther,
StrongUp,,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,,PC,Clear,Clear,PC,Strong,Strong,DCVZFavor,,,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,,Aug20_Sep15,,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,,Moderate,Slight,E,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,DenvCyclone,NegToPos,,SWQuad,Westerly,LongAnticyc
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,VeryWet,Clear,Clear,Clear,,Weak,Strong,DCVZFavor,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,,Moderate,I,SIG,SIG,SIG,LowMtsHighPl,Steep,Dry,CloseToDryAd,NoMajor,,Other,SigNegative,QStationary,SWQuad,,
Down,WeakUp,Neutral,,Down,,Dry,Dry,Dry,PC,,PC,Cloudy,,,Westerly,,,Weak,,,LittleChange,Negative,,XNIL,,B,AB,,MoreThanAve,MoreThanAve,,LIGt0,Neutral,LessUnstable,LessUnstable,B,PartInhibit,Weak,,B,XNIL,XNIL,XNIL,LowAtStation,Stable,VeryMoist,,NoMajor,Other,,LittleChange,Other,LV,LVorOther,
StrongUp,Neutral,Neutral,WeakUp,WeakUp,,Wet,Wet,Neutral,Cloudy,Cloudy,Cloudy,Cloudy,Strong,Strong,Westerly,,,Weak,,DecCapIncIns,Decreasing,,,SIG,Jul16_Aug10,J,CThruK,Stifling,MoreThanAve,MoreThanAve,,N1GtLIGt_4,Neutral,Average,Average,,,Moderate,Moderate,J,,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,Steep,NoMajor,Other,,LittleChange,,LV,LVorOther,LV
