N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,WeakUp,,WeakUp,WeakUp,Dry,VeryWet,VeryWet,VeryWet,,PC,Clear,,Strong,Strong,Westerly,Weak,Weak,,Marked,IncCapDecIns,,Negative,Decreasing,XNIL,Jul2_Jul15,C,,PartInhibit,Average,,CDEJ,,,MoreUnstable,MoreUnstable,,PartInhibit,Moderate,,C,SIG,,,LowNHighS,Steep,Dry,,NoMajor,MoistMDryL,E_W_N,NegToPos,Other,AllElse,,LongAnticyc
WeakUp,Neutral,Down,Down,Down,Neutral,Neutral,,Dry,,PC,,PC,Strong,Strong,Westerly,,,Weak,,IncCapDecIns,,Neutral,LittleChange,,Aug11_Aug20,D,CThruK,PartInhibit,,Average,,,Stability,,,D,PartInhibit,Weak,Slight,D,SIG,SIG,,LowSHighN,CloseToDryAd,Average,CloseToDryAd,,MoistMDryL,DryLine,,QStationary,AllElse,,
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,,,Westerly,,,,,DecCapIncIns,Decreasing,,Decreasing,XNIL,Aug11_Aug20,B,AB,PartInhibit,Average,LessThanAve,ABI,,Stability,LessUnstable,LessUnstable,B,Stifling,,Slight,,XNIL,XNIL,XNIL,LowSHighN,,,Steep,,,DenvCyclone,LittleChange,Other,,Westerly,
,,Neutral,Neutral,Neutral,Dry,Neutral,Wet,VeryWet,,,Cloudy,Cloudy,,,StrongWest,,,,,,,WeakPos,,XNIL,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,,ABI,,,LessUnstable,Average,B,,,,,,XNIL,XNIL,LowSHighN,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,
WeakUp,,Neutral,,Neutral,Wet,,Neutral,Neutral,Clear,PC,,Clear,,Weak,Westerly,,,Weak,,LittleChange,LittleChange,,LittleChange,SIG,Aug11_Aug20,E,,PartInhibit,Average,,CDEJ,N5GtLIGt_8,,MoreUnstable,,,PartInhibit,Weak,,,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,,NoMajor,DryMMoistL,E_W_N,SigNegative,,,LVorOther,DenvCyclone
Neutral,Down,WeakUp,Neutral,Neutral,Neutral,,Neutral,,,Clear,Clear,,,Strong,Westerly,Weak,Weak,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N1GtLIGt_4,Stability,Average,Average,GJ,Stifling,Moderate,,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,,,,,NWQuad,,WidespdDnsl
Down,StronUp,,,StrongUp,,Neutral,Neutral,VeryWet,Clear,Clear,,PC,Strong,,Other,,,Weak,,DecCapIncIns,Decreasing,Neutral,LittleChange,,,I,CThruK,PartInhibit,LessThanAve,,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,,PartInhibit,Weak,,I,XNIL,XNIL,SIG,LowSHighN,,Average,CloseToDryAd,,DryMMoistL,MovingFtorOt,NegToPos,QStationary,SWQuad,,LV
Neutral,WeakUp,Down,Neutral,,Dry,VeryWet,Dry,,,Clear,,,Weak,Strong,,Strong,Weak,Strong,Some,,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,Average,HI,,Strong,Strong,I,SVR,,SVR,LowSHighN,,Average,,OtherRapid,DryMMoistL,E_W_S,LittleChange,Moving,LV,LVorOther,E_NE
Neutral,Neutral,Down,Neutral,Neutral,,Wet,,VeryWet,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,Strong,Weak,,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,,C,CThruK,Stifling,,Average,CDEJ,,Stability,Average,,ACEFK,TotalInhibit,,Slight,C,XNIL,XNIL,SIG,LowEvrywhere,Steep,Dry,Steep,MarkedUpper,,E_W_N,NegToPos,,NWQuad,Westerly,
Down,,Down,Down,Down,Dry,,,Dry,Clear,Clear,Clear,Clear,Weak,Strong,Other,,,Strong,,IncCapDecIns,,StrongPos,Increasing,,Aug20_Sep15,E,CThruK,,Average,Average,,LIGt0,Instability,MoreUnstable,MoreUnstable,ACEFK,,Unfavorable,,E,XNIL,XNIL,SIG,LowSHighN,Stable,Average,Steep,NoMajor,,DenvCyclone,,,SWQuad,Westerly,WidespdDnsl
Neutral,Neutral,,Neutral,,Neutral,Neutral,Neutral,Neutral,Clear,PC,,Clear,Weak,Weak,,,,,,LittleChange,LittleChange,StrongPos,Increasing,SIG,,I,CThruK,,,LessThanAve,,LILt_8,,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,,I,XNIL,,SIG,LowSHighN,Steep,Dry,,StrongFront,Other,MovingFtorOt,,,SWQuad,Westerly,DenvCyclone
StrongUp,StronUp,Down,Neutral,Neutral,Neutral,Wet,,Neutral,PC,Clear,Clear,Clear,Strong,,Other,,,,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug11_Aug20,C,,PartInhibit,,MoreThanAve,CDEJ,N1GtLIGt_4,,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,,C,SVR,SVR,SVR,,CloseToDryAd,Dry,Steep,MarkedUpper,DryMMoistL,E_W_N,SigPositive,,NWQuad,Westerly,
StrongUp,,Neutral,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,PC,,PC,,,,Westerly,,Weak,Weak,,LittleChange,LittleChange,Negative,,XNIL,Aug11_Aug20,B,AB,,,,ABI,N1GtLIGt_4,,LessUnstable,LessUnstable,,,,Strong,B,,XNIL,XNIL,,,,Steep,OtherRapid,,DenvCyclone,,Moving,,LVorOther,DenvCyclone
Down,,Neutral,Down,,Dry,,Wet,VeryWet,Clear,,Clear,,,Strong,Westerly,Weak,,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,B,,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,,B,Stifling,,Moderate,B,,,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,,,,PosToNeg,,NWQuad,Westerly,DenvCyclone
,,,StrongUp,,Wet,Wet,,Wet,PC,PC,PC,,Strong,Strong,,Strong,,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug20_Sep15,J,CThruK,,,,CDEJ,,Stability,Average,MoreUnstable,,Stifling,Moderate,,,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,,,NoMajor,,DryLine,LittleChange,,LV,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,,,Neutral,,Clear,PC,PC,PC,Weak,Weak,DCVZFavor,,,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug20_Sep15,,CThruK,,LessThanAve,,CDEJ,N5GtLIGt_8,Stability,,,ACEFK,,Moderate,Strong,C,,,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,,MoistMDryL,E_W_S,NegToPos,,AllElse,LVorOther,LV
WeakUp,Neutral,,Neutral,Neutral,,Neutral,Wet,Neutral,,PC,PC,PC,,,StrongWest,,,,,IncCapDecIns,,,Increasing,,May15_Jun14,D,,,Average,MoreThanAve,CDEJ,,,Average,MoreUnstable,D,,Weak,,D,,SVR,SVR,LowAtStation,ModerateOrLe,Average,Steep,StrongFront,,,PosToNeg,Other,,,SEQuad
,,,StrongUp,StrongUp,Dry,,Wet,VeryWet,,Clear,Clear,,,,DCVZFavor,,Strong,Strong,Some,DecCapIncIns,,WeakPos,,SIG,Aug20_Sep15,G,,PartInhibit,,Average,G,N5GtLIGt_8,Stability,MoreUnstable,,,,Moderate,Moderate,G,XNIL,,SIG,,CloseToDryAd,Average,CloseToDryAd,NoMajor,,,,,LV,Westerly,
StrongUp,Down,Neutral,,Neutral,,Dry,Neutral,Wet,PC,PC,,Cloudy,Weak,,DCVZFavor,,,Weak,Marked,,Increasing,,Increasing,SIG,Aug20_Sep15,K,CThruK,Stifling,MoreThanAve,,,N1GtLIGt_4,Instability,Average,Average,,PartInhibit,,,K,XNIL,XNIL,,LowMtsHighPl,ModerateOrLe,Dry,Steep,,Other,DryLine,SigPositive,QStationary,NWQuad,LVorOther,WidespdDnsl
,WeakUp,Down,Neutral,Neutral,Dry,Wet,Dry,Dry,Clear,Clear,Clear,Clear,,Strong,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,,,,SIG,Aug20_Sep15,J,CThruK,Stifling,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,,LessUnstable,,PartInhibit,,Moderate,,XNIL,XNIL,,LowEvrywhere,Stable,Average,Steep,NoMajor,MoistMDryL,DryLine,PosToNeg,,LV,LVorOther,LV
Neutral,StronUp,StrongUp,,StrongUp,Neutral,Neutral,,Wet,Clear,,,Cloudy,,,DCVZFavor,,,Weak,,LittleChange,LittleChange,,Increasing,XNIL,Jul16_Aug10,J,CThruK,,LessThanAve,,CDEJ,,Stability,LessUnstable,,GJ,,Weak,,J,XNIL,XNIL,,LowAtStation,,Dry,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,LittleChange,,,LVorOther,LongAnticyc
StrongUp,Neutral,,,StrongUp,Neutral,Dry,Neutral,,Clear,PC,PC,Cloudy,,Weak,Westerly,Weak,,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,,,CThruK,PartInhibit,LessThanAve,,H,LILt_8,Instability,MoreUnstable,,HI,,Moderate,Strong,H,SIG,SIG,,LowMtsHighPl,Stable,Average,CloseToDryAd,MarkedUpper,Other,,PosToNeg,,NWQuad,LVorOther,SEQuad
WeakUp,WeakUp,,WeakUp,,Neutral,,Neutral,,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,,,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,,ABI,N1GtLIGt_4,Instability,Average,,,,Strong,Strong,B,SVR,SVR,SVR,LowMtsHighPl,,Average,,NoMajor,DryMMoistL,DenvCyclone,LittleChange,,,Westerly,
Down,Neutral,,Down,Down,,Dry,Dry,Dry,PC,,PC,PC,,,Westerly,,,,,IncCapDecIns,,,,,Jul16_Aug10,J,CThruK,PartInhibit,,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,GJ,,,Moderate,J,XNIL,,XNIL,,,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,LV,LVorOther,LV
Neutral,Neutral,,Neutral,Neutral,Neutral,,,,PC,PC,,Cloudy,Strong,Strong,,Strong,Weak,Strong,Marked,,LittleChange,WeakPos,LittleChange,SIG,,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,Unfavorable,,K,XNIL,XNIL,SIG,,Stable,,,MarkedUpper,DryMMoistL,MovingFtorOt,,,,LVorOther,WidespdDnsl
WeakUp,Neutral,StrongUp,,,,VeryWet,Neutral,Dry,Clear,Clear,Clear,,,,Other,,,Weak,,IncCapDecIns,Increasing,StrongPos,,XNIL,,I,CThruK,,,Average,ABI,LIGt0,,Average,MoreUnstable,HI,PartInhibit,Weak,,I,XNIL,,XNIL,LowSHighN,Stable,Average,,NoMajor,DryMMoistL,E_W_S,SigPositive,QStationary,SWQuad,LVorOther,DenvCyclone
,WeakUp,WeakUp,WeakUp,WeakUp,,Dry,,,PC,PC,,Clear,,,,,Strong,,,,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,J,CThruK,,,MoreThanAve,CDEJ,N1GtLIGt_4,,LessUnstable,LessUnstable,GJ,,,Moderate,J,SIG,SIG,SIG,,Steep,VeryMoist,ModerateOrLe,,Other,,LittleChange,Other,LV,,
WeakUp,Neutral,,Neutral,,Neutral,,Neutral,Neutral,,,Cloudy,,,,DCVZFavor,,,Weak,,,Increasing,Neutral,Increasing,XNIL,,E,CThruK,,,MoreThanAve,CDEJ,LILt_8,Stability,MoreUnstable,,ACEFK,,Strong,Strong,E,SVR,,SVR,LowAtStation,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,,NegToPos,Other,SWQuad,LVorOther,LongAnticyc
,Down,WeakUp,Neutral,,,VeryWet,VeryWet,VeryWet,PC,PC,PC,,Strong,Strong,Westerly,,,,Some,LittleChange,LittleChange,Neutral,Increasing,SVR,Jul2_Jul15,A,AB,PartInhibit,Average,,ABI,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,,Moderate,Strong,,SVR,SVR,SVR,LowNHighS,Stable,VeryMoist,Steep,,,E_W_S,SigNegative,Other,SWQuad,Westerly,DenvCyclone
Neutral,StronUp,,WeakUp,WeakUp,,,Dry,,,PC,PC,PC,,,Westerly,,,,,LittleChange,LittleChange,StrongPos,,XNIL,Aug20_Sep15,,CThruK,Stifling,Average,Average,K,N1GtLIGt_4,Stability,MoreUnstable,,,PartInhibit,Weak,,K,XNIL,XNIL,,Other,Steep,Average,,MarkedUpper,DryMMoistL,,SigNegative,,NWQuad,,WidespdDnsl
Neutral,Down,,Neutral,Neutral,Wet,Neutral,Neutral,Wet,PC,Clear,Cloudy,Cloudy,Weak,Weak,Westerly,Weak,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Decreasing,SIG,,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,,B,,Moderate,Strong,B,,SVR,SVR,HighEvrywher,Stable,VeryMoist,Steep,NoMajor,,,LittleChange,Other,,Westerly,SEQuad
Neutral,,,Neutral,Neutral,Neutral,VeryWet,VeryWet,VeryWet,Clear,,,PC,,,,,,,,IncCapDecIns,Increasing,WeakPos,Increasing,,,A,,,LessThanAve,,ABI,N5GtLIGt_8,Instability,Average,MoreUnstable,,TotalInhibit,Moderate,Slight,A,SIG,,SIG,HighEvrywher,ModerateOrLe,,,MarkedUpper,,,NegToPos,Other,SWQuad,Westerly,DenvCyclone
,Neutral,Neutral,Neutral,,Dry,Neutral,VeryWet,Wet,Cloudy,Clear,Cloudy,Cloudy,,Weak,StrongWest,,,,,,,Negative,Decreasing,XNIL,May15_Jun14,A,AB,,Average,Average,,N5GtLIGt_8,Neutral,Average,,ACEFK,PartInhibit,Moderate,,A,XNIL,,XNIL,LowMtsHighPl,,,,OtherRapid,Other,,LittleChange,Other,SWQuad,Westerly,DenvCyclone
StrongUp,StronUp,Down,WeakUp,WeakUp,Dry,Neutral,,VeryWet,Clear,PC,Clear,,Weak,Strong,,,,,,DecCapIncIns,,Negative,Decreasing,SIG,Jul16_Aug10,A,,,Average,Average,,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,,,Moderate,,,SVR,SVR,,HighEvrywher,CloseToDryAd,Average,,MarkedUpper,,DenvCyclone,NegToPos,Other,AllElse,Westerly,DenvCyclone
,StronUp,WeakUp,,WeakUp,Neutral,Neutral,Dry,Dry,Clear,,,Clear,,,Westerly,,,,,,,Neutral,LittleChange,XNIL,May15_Jun14,E,,PartInhibit,,,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,,ACEFK,PartInhibit,Moderate,Moderate,,SVR,SVR,,LowEvrywhere,Steep,Dry,ModerateOrLe,OtherRapid,,,NegToPos,,SWQuad,Westerly,DenvCyclone
StrongUp,Neutral,Down,,Neutral,Dry,Neutral,,Neutral,,PC,,,,,DCVZFavor,,,,,,LittleChange,Neutral,,,May15_Jun14,A,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,,ACEFK,,Unfavorable,,,XNIL,XNIL,XNIL,,ModerateOrLe,Dry,Steep,MarkedUpper,DryMMoistL,,LittleChange,Moving,SWQuad,,DenvCyclone
Down,,Down,Down,Down,Neutral,Wet,Neutral,Dry,,PC,PC,Clear,Weak,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,,,CThruK,TotalInhibit,MoreThanAve,,,N5GtLIGt_8,Neutral,MoreUnstable,LessUnstable,,PartInhibit,,,E,,,,Other,CloseToDryAd,Average,,NoMajor,Other,,SigNegative,,SWQuad,,LV
,StronUp,,StrongUp,,Wet,VeryWet,VeryWet,VeryWet,Clear,Cloudy,Cloudy,Cloudy,Strong,Strong,,,,Weak,,LittleChange,,WeakPos,LittleChange,SVR,Aug20_Sep15,A,,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,,Strong,A,SVR,SVR,SVR,,ModerateOrLe,VeryMoist,CloseToDryAd,StrongFront,,DenvCyclone,SigNegative,Other,SWQuad,,LV
,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Wet,Wet,VeryWet,,Clear,PC,Cloudy,,,,,Strong,Strong,,LittleChange,,,Decreasing,XNIL,Jun15_Jul1,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,Average,Average,,,Weak,,G,SIG,SIG,SIG,LowAtStation,CloseToDryAd,,,,,,,,,,LongAnticyc
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,,Wet,,Wet,,Cloudy,Cloudy,Cloudy,Strong,Strong,,,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,K,CThruK,PartInhibit,,MoreThanAve,,N5GtLIGt_8,Stability,,MoreUnstable,ACEFK,,Weak,,K,XNIL,,,Other,CloseToDryAd,VeryMoist,Steep,,DryMMoistL,MovingFtorOt,,Moving,AllElse,Westerly,LongAnticyc
Down,,,Neutral,Neutral,VeryWet,,,Wet,,,Clear,Clear,,,,,,,,LittleChange,LittleChange,Neutral,Decreasing,,Jul16_Aug10,A,,,LessThanAve,LessThanAve,ABI,,Stability,Average,LessUnstable,ACEFK,Stifling,,,A,XNIL,XNIL,XNIL,Other,Stable,Average,Steep,OtherRapid,Other,DenvCyclone,SigNegative,Other,SWQuad,,DenvCyclone
,Down,Neutral,Neutral,Neutral,,,Wet,,,,Clear,Clear,,,Other,,Weak,Weak,,LittleChange,LittleChange,Neutral,,,Aug20_Sep15,,CThruK,,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,,Average,Average,D,PartInhibit,Strong,Strong,D,,SVR,SVR,,Stable,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,SigNegative,Other,NWQuad,Westerly,
WeakUp,,,StrongUp,StrongUp,Wet,VeryWet,Wet,VeryWet,PC,PC,PC,Cloudy,Strong,Strong,,Strong,Weak,Weak,,LittleChange,LittleChange,StrongPos,LittleChange,SIG,Aug20_Sep15,J,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,,,,Moderate,Strong,,XNIL,,SIG,LowAtStation,ModerateOrLe,Average,,OtherRapid,Other,DryLine,,,LV,LVorOther,SEQuad
,Neutral,,Neutral,Neutral,,Neutral,Dry,,PC,Clear,Cloudy,Cloudy,,,DCVZFavor,,Strong,Weak,,IncCapDecIns,Increasing,,LittleChange,XNIL,Jul2_Jul15,J,CThruK,PartInhibit,,,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,,,Strong,Slight,J,XNIL,,XNIL,,ModerateOrLe,Average,ModerateOrLe,NoMajor,MoistMDryL,,NegToPos,Other,LV,,
,StronUp,Down,Neutral,Neutral,,,VeryWet,Wet,PC,Clear,Clear,,Strong,,StrongWest,Strong,Strong,Weak,,IncCapDecIns,Increasing,Neutral,Decreasing,SVR,May15_Jun14,E,,,,MoreThanAve,CDEJ,,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,,LowSHighN,,Average,,NoMajor,MoistMDryL,DenvCyclone,LittleChange,,AllElse,Westerly,WidespdDnsl
Neutral,Down,Neutral,Neutral,Neutral,Wet,,,Wet,PC,,Clear,Clear,,,Westerly,Strong,,Strong,,DecCapIncIns,Decreasing,Neutral,Decreasing,,Jun15_Jul1,,CThruK,Stifling,MoreThanAve,,,N5GtLIGt_8,Stability,Average,Average,,,,Strong,G,SVR,SVR,SVR,,,Dry,CloseToDryAd,,Other,,SigNegative,,LV,,LongAnticyc
Neutral,StronUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,,Strong,Other,,Weak,Weak,Marked,,,Negative,LittleChange,SIG,May15_Jun14,,,TotalInhibit,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,,,,GJ,PartInhibit,,Slight,G,SIG,SIG,SIG,LowEvrywhere,,Dry,CloseToDryAd,,Other,Other,SigNegative,,NWQuad,Westerly,WidespdDnsl
,Neutral,StrongUp,Down,Down,Dry,Wet,Wet,Neutral,Cloudy,Clear,Cloudy,,,,Other,,Weak,Weak,,IncCapDecIns,Increasing,,Increasing,XNIL,Jul2_Jul15,G,CThruK,PartInhibit,LessThanAve,,G,N1GtLIGt_4,Stability,Average,Average,GJ,,Unfavorable,,,XNIL,,XNIL,LowAtStation,CloseToDryAd,Dry,,NoMajor,MoistMDryL,,LittleChange,,,LVorOther,LongAnticyc
,,,,,Wet,Dry,Neutral,,PC,Cloudy,Clear,PC,,,Other,,,,Some,IncCapDecIns,Increasing,Negative,,SVR,Aug20_Sep15,G,CThruK,,,MoreThanAve,G,N1GtLIGt_4,,LessUnstable,Average,GJ,,Weak,,G,SVR,,SVR,LowAtStation,CloseToDryAd,,Steep,,MoistMDryL,DryLine,LittleChange,,,Westerly,
Neutral,Neutral,Neutral,,Neutral,VeryWet,Dry,VeryWet,Wet,,Cloudy,,,Strong,,DCVZFavor,Weak,,Strong,Some,IncCapDecIns,Increasing,,,,May15_Jun14,,AB,PartInhibit,,,ABI,,Neutral,LessUnstable,LessUnstable,B,,,,B,SIG,SIG,,HighEvrywher,ModerateOrLe,,Steep,NoMajor,DryMMoistL,,,Moving,LV,Westerly,
Down,Neutral,,,,Neutral,Neutral,Wet,,Clear,Clear,,,Weak,Strong,Westerly,Strong,,,Marked,DecCapIncIns,Decreasing,,Decreasing,SVR,,,AB,TotalInhibit,MoreThanAve,LessThanAve,ABI,N1GtLIGt_4,,LessUnstable,LessUnstable,B,,Moderate,Moderate,,SVR,SVR,SVR,HighEvrywher,Steep,Dry,Steep,NoMajor,,E_W_S,,,SWQuad,,DenvCyclone
Down,Down,Neutral,Down,,,VeryWet,Wet,Wet,PC,Clear,Clear,Clear,,Weak,,Strong,,Weak,,LittleChange,LittleChange,Neutral,Increasing,,Aug20_Sep15,K,CThruK,PartInhibit,Average,,K,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,,Weak,Slight,K,,,,LowAtStation,Steep,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,,,,LVorOther,LV
Neutral,Neutral,Down,,,Neutral,,Dry,Dry,Clear,,Clear,,Weak,,DCVZFavor,Strong,,Weak,Marked,IncCapDecIns,Increasing,Negative,,,May15_Jun14,E,CThruK,Stifling,MoreThanAve,MoreThanAve,,N1GtLIGt_4,,LessUnstable,LessUnstable,ACEFK,,Weak,Slight,E,XNIL,XNIL,,LowEvrywhere,,Average,,NoMajor,MoistMDryL,DryLine,LittleChange,,SWQuad,Westerly,LV
WeakUp,Neutral,,StrongUp,StrongUp,,,VeryWet,VeryWet,PC,PC,,Cloudy,Strong,Strong,,Strong,,,Marked,DecCapIncIns,Decreasing,Negative,,,,B,AB,Stifling,Average,LessThanAve,ABI,LILt_8,,LessUnstable,LessUnstable,B,TotalInhibit,Weak,,,,,,,Stable,,CloseToDryAd,,DryMMoistL,,LittleChange,Other,,Westerly,SEQuad
Down,StronUp,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,,Clear,Clear,Clear,,,Other,,,,,IncCapDecIns,,Negative,Decreasing,,Jul2_Jul15,J,CThruK,PartInhibit,,,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,Moderate,J,SVR,,SVR,LowSHighN,ModerateOrLe,Dry,CloseToDryAd,NoMajor,,DryLine,LittleChange,,AllElse,LVorOther,DenvCyclone
WeakUp,Neutral,Neutral,Neutral,Neutral,,Dry,Neutral,Neutral,Clear,,Clear,Clear,Weak,,,,Strong,Weak,,,Decreasing,Negative,Decreasing,,,E,CThruK,,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,,E,XNIL,XNIL,SIG,LowAtStation,Steep,,ModerateOrLe,NoMajor,Other,E_W_N,SigNegative,,LV,,LV
WeakUp,,Down,Down,Down,,Wet,Wet,Wet,Clear,Clear,,,,,DCVZFavor,Weak,Weak,Strong,,IncCapDecIns,,Negative,Decreasing,,Aug20_Sep15,J,,PartInhibit,Average,MoreThanAve,CDEJ,,Stability,Average,LessUnstable,GJ,TotalInhibit,Strong,Moderate,J,XNIL,XNIL,SIG,,CloseToDryAd,,CloseToDryAd,NoMajor,Other,DryLine,,,LV,LVorOther,E_NE
Down,Neutral,,Neutral,Neutral,,Neutral,Dry,,Clear,Clear,Clear,Clear,,,StrongWest,,,,,IncCapDecIns,Increasing,Neutral,,XNIL,,,CThruK,,Average,Average,CDEJ,,Instability,,,ACEFK,,,,E,SVR,SIG,SIG,HighEvrywher,,Average,,NoMajor,MoistMDryL,,NegToPos,,SWQuad,Westerly,LV
Down,Neutral,Down,,Down,Neutral,,,Neutral,PC,PC,,PC,,,,,,Weak,,,Increasing,Neutral,Increasing,,May15_Jun14,,AB,Stifling,LessThanAve,,ABI,N5GtLIGt_8,Neutral,LessUnstable,,,,Moderate,Moderate,B,SIG,SIG,,,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,NWQuad,LVorOther,
StrongUp,,Neutral,Down,Down,VeryWet,Dry,,Dry,PC,,Clear,Clear,,,,,Weak,,,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,D,CThruK,Stifling,MoreThanAve,,CDEJ,,Stability,,Average,D,,Moderate,Slight,D,SIG,SIG,SIG,LowSHighN,,Average,Steep,OtherRapid,,,SigNegative,Other,AllElse,,SEQuad
,Neutral,StrongUp,Neutral,Neutral,Dry,Wet,Wet,,PC,Clear,PC,,,Strong,,,,,,IncCapDecIns,Increasing,Negative,,SIG,Aug20_Sep15,K,CThruK,PartInhibit,Average,MoreThanAve,K,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,,Slight,,XNIL,XNIL,SIG,LowNHighS,ModerateOrLe,VeryMoist,ModerateOrLe,,Other,,NegToPos,,SWQuad,Westerly,WidespdDnsl
