N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
StrongUp,StronUp,Down,,,Dry,Wet,Wet,Wet,Cloudy,Cloudy,Cloudy,PC,,Weak,DCVZFavor,,Weak,Weak,Some,LittleChange,LittleChange,,Decreasing,XNIL,Jul2_Jul15,I,,,LessThanAve,LessThanAve,ABI,,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Unfavorable,,I,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Dry,Steep,NoMajor,,MovingFtorOt,PosToNeg,Moving,NWQuad,LVorOther,
WeakUp,WeakUp,Neutral,Neutral,,Wet,Neutral,Wet,Wet,Cloudy,,Cloudy,Cloudy,Strong,Strong,,,,Strong,Some,IncCapDecIns,Increasing,StrongPos,Increasing,,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,,Stability,,,B,PartInhibit,,Strong,B,,SIG,SVR,Other,ModerateOrLe,Average,CloseToDryAd,NoMajor,Other,,LittleChange,Other,AllElse,LVorOther,SEQuad
WeakUp,WeakUp,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Weak,Westerly,Weak,Strong,Weak,,,Increasing,Negative,Decreasing,SIG,Jun15_Jul1,I,CThruK,Stifling,Average,MoreThanAve,ABI,,Stability,LessUnstable,LessUnstable,HI,,Weak,Slight,I,XNIL,XNIL,SIG,LowSHighN,Steep,Average,Steep,MarkedUpper,DryMMoistL,E_W_S,NegToPos,QStationary,SWQuad,LVorOther,
,Neutral,StrongUp,Neutral,Neutral,Dry,Dry,Dry,Dry,Clear,,Clear,Clear,,Strong,StrongWest,Strong,Strong,Strong,Marked,DecCapIncIns,,Negative,Decreasing,XNIL,Jul2_Jul15,,CThruK,PartInhibit,Average,LessThanAve,,N5GtLIGt_8,,MoreUnstable,Average,,PartInhibit,Moderate,Slight,,SIG,,SIG,,Steep,Dry,,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,,SEQuad
Down,WeakUp,Neutral,,,,VeryWet,VeryWet,VeryWet,Clear,PC,Clear,,,,,Weak,Weak,,Marked,,Increasing,Negative,Decreasing,XNIL,,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,,,,SIG,SIG,LowNHighS,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,NegToPos,Other,AllElse,Westerly,
WeakUp,Neutral,,Down,Down,Neutral,Neutral,Neutral,Dry,PC,PC,PC,PC,Strong,Strong,Westerly,Weak,,Weak,Marked,IncCapDecIns,Increasing,Neutral,,SVR,Aug11_Aug20,D,CThruK,,LessThanAve,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,PartInhibit,Weak,Slight,,SIG,SIG,SVR,,CloseToDryAd,,,OtherRapid,MoistMDryL,DryLine,,,,Westerly,WidespdDnsl
StrongUp,,Neutral,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,Cloudy,PC,Cloudy,,,,Westerly,,Weak,Weak,,DecCapIncIns,,,Decreasing,XNIL,,B,AB,,Average,LessThanAve,,,Stability,,,B,Stifling,,,B,,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,Steep,NoMajor,Other,DenvCyclone,LittleChange,,AllElse,Westerly,
Neutral,WeakUp,,,Neutral,Dry,Neutral,Wet,VeryWet,PC,Cloudy,,Cloudy,,,StrongWest,,,,,IncCapDecIns,Increasing,WeakPos,Increasing,,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,Average,B,,Unfavorable,,B,XNIL,XNIL,XNIL,LowSHighN,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,E_NE
WeakUp,Neutral,,Neutral,,,Dry,Neutral,Neutral,,PC,Clear,Clear,Weak,,Westerly,Weak,,Weak,,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug11_Aug20,E,,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,,E,,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,DryMMoistL,E_W_N,SigNegative,,,LVorOther,DenvCyclone
Neutral,,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,Clear,,Weak,Strong,Westerly,,,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,,May15_Jun14,G,,PartInhibit,LessThanAve,,G,N1GtLIGt_4,Stability,Average,Average,GJ,Stifling,Moderate,,,XNIL,XNIL,XNIL,LowEvrywhere,,Dry,,,MoistMDryL,,PosToNeg,,NWQuad,Westerly,WidespdDnsl
Down,StronUp,WeakUp,StrongUp,,Wet,Neutral,,VeryWet,,Clear,Clear,PC,Strong,Strong,Other,,Weak,Weak,,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Jul2_Jul15,I,,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,,Average,HI,PartInhibit,Weak,,I,,XNIL,SIG,LowSHighN,Steep,,CloseToDryAd,MarkedUpper,DryMMoistL,,,QStationary,SWQuad,,
Neutral,,Down,,Neutral,Dry,VeryWet,,Neutral,,Clear,Clear,Clear,Weak,Strong,,Strong,,,,IncCapDecIns,,,Increasing,SIG,,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,,,,HI,,Strong,Strong,I,SVR,SVR,SVR,LowSHighN,Steep,Average,ModerateOrLe,OtherRapid,,E_W_S,,Moving,LV,LVorOther,E_NE
Neutral,Neutral,Down,,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,Clear,,Weak,,DCVZFavor,Weak,Strong,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Aug20_Sep15,C,CThruK,,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,,TotalInhibit,,,C,XNIL,XNIL,SIG,LowEvrywhere,Steep,Dry,Steep,MarkedUpper,MoistMDryL,E_W_N,NegToPos,,NWQuad,Westerly,WidespdDnsl
Down,Down,,Down,Down,Dry,Neutral,,Dry,Clear,Clear,,Clear,Weak,Strong,Other,,,,,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,,,CThruK,,Average,,CDEJ,LIGt0,,MoreUnstable,MoreUnstable,ACEFK,,Unfavorable,,E,XNIL,XNIL,SIG,LowSHighN,Stable,Average,,,MoistMDryL,,LittleChange,QStationary,SWQuad,Westerly,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,,Clear,PC,Clear,Clear,Weak,Weak,Other,,,,,LittleChange,LittleChange,StrongPos,Increasing,SIG,May15_Jun14,,CThruK,,LessThanAve,LessThanAve,ABI,LILt_8,,,MoreUnstable,,,Moderate,,I,,XNIL,,LowSHighN,Steep,Dry,Steep,StrongFront,Other,MovingFtorOt,SigNegative,QStationary,SWQuad,Westerly,
StrongUp,StronUp,Down,Neutral,Neutral,,Wet,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,Strong,,Strong,,Weak,Marked,,,WeakPos,,,Aug11_Aug20,C,CThruK,PartInhibit,,,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,,,C,,SVR,SVR,Other,,,Steep,MarkedUpper,DryMMoistL,E_W_N,SigPositive,,NWQuad,,LongAnticyc
StrongUp,,Neutral,StrongUp,StrongUp,,Neutral,Neutral,Wet,PC,,PC,Cloudy,,,Westerly,,Weak,Weak,,LittleChange,,,LittleChange,,Aug11_Aug20,B,AB,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,,,,B,XNIL,XNIL,XNIL,LowSHighN,,Average,Steep,,Other,DenvCyclone,LittleChange,Moving,SWQuad,LVorOther,DenvCyclone
Down,Down,Neutral,Down,Down,Dry,,,VeryWet,Clear,,Clear,Clear,,Strong,Westerly,Weak,,Weak,,,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,B,AB,Stifling,MoreThanAve,,ABI,N1GtLIGt_4,Neutral,LessUnstable,,B,Stifling,Strong,Moderate,B,SIG,SIG,SIG,,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,DenvCyclone,PosToNeg,,NWQuad,Westerly,DenvCyclone
WeakUp,StronUp,Neutral,StrongUp,StrongUp,Wet,Wet,Neutral,Wet,PC,PC,PC,,Strong,Strong,,Strong,,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug20_Sep15,J,CThruK,,LessThanAve,LessThanAve,,LILt_8,Stability,Average,,,Stifling,,,J,XNIL,XNIL,SIG,LowMtsHighPl,,,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,,LV,,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,,Clear,PC,PC,PC,Weak,Weak,DCVZFavor,,,Weak,,LittleChange,LittleChange,,Increasing,SIG,Aug20_Sep15,C,CThruK,,LessThanAve,,CDEJ,N5GtLIGt_8,,LessUnstable,Average,ACEFK,,Moderate,Strong,C,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,MarkedUpper,MoistMDryL,E_W_S,,Other,,,LV
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,,Neutral,PC,PC,PC,PC,,,StrongWest,,,,,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,,CThruK,,,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,,MoreUnstable,,PartInhibit,Weak,,,SVR,SVR,SVR,LowAtStation,ModerateOrLe,,Steep,StrongFront,Other,,PosToNeg,Other,SWQuad,LVorOther,SEQuad
StrongUp,StronUp,Neutral,StrongUp,,,,,VeryWet,PC,Clear,Clear,Clear,,,DCVZFavor,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,Increasing,SIG,Aug20_Sep15,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,Moderate,G,XNIL,SIG,SIG,,CloseToDryAd,Average,CloseToDryAd,,MoistMDryL,,PosToNeg,,,Westerly,
StrongUp,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,PC,,Cloudy,Cloudy,Weak,Strong,DCVZFavor,,Weak,Weak,Marked,IncCapDecIns,,Negative,Increasing,SIG,Aug20_Sep15,,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Instability,Average,,,PartInhibit,Moderate,Slight,K,,,SIG,LowMtsHighPl,,Dry,Steep,StrongFront,Other,DryLine,,QStationary,,LVorOther,
Neutral,,Down,Neutral,Neutral,Dry,Wet,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,J,CThruK,Stifling,,,,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Strong,Moderate,,,XNIL,SIG,LowEvrywhere,Stable,,Steep,NoMajor,MoistMDryL,DryLine,,,LV,LVorOther,LV
Neutral,StronUp,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,Clear,Cloudy,,,,,DCVZFavor,,,Weak,,LittleChange,LittleChange,Neutral,Increasing,XNIL,Jul16_Aug10,J,CThruK,,LessThanAve,LessThanAve,CDEJ,,Stability,LessUnstable,,GJ,PartInhibit,Weak,Moderate,,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,LittleChange,,,LVorOther,LongAnticyc
StrongUp,,Neutral,StrongUp,StrongUp,Neutral,Dry,,Wet,Clear,PC,PC,Cloudy,,Weak,Westerly,Weak,,Weak,Some,DecCapIncIns,,Negative,Decreasing,XNIL,,H,CThruK,PartInhibit,LessThanAve,,H,LILt_8,Instability,,Average,,,Moderate,Strong,H,SIG,SIG,SIG,LowMtsHighPl,,Average,CloseToDryAd,MarkedUpper,Other,,PosToNeg,,NWQuad,LVorOther,SEQuad
WeakUp,,,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,Cloudy,PC,,,Weak,Strong,Westerly,,,Weak,Marked,DecCapIncIns,,Negative,Decreasing,,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,,LessUnstable,,,,Strong,,SVR,SVR,SVR,LowMtsHighPl,,Average,Steep,,DryMMoistL,DenvCyclone,LittleChange,Other,NWQuad,Westerly,DenvCyclone
,Neutral,Neutral,Down,Down,VeryWet,Dry,Dry,,PC,Clear,PC,PC,,,Westerly,,,,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul16_Aug10,,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,,Average,GJ,,Weak,Moderate,J,XNIL,XNIL,XNIL,HighEvrywher,Steep,Average,,NoMajor,DryMMoistL,,LittleChange,QStationary,LV,LVorOther,LV
Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,,PC,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jul2_Jul15,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,,MoreUnstable,,ACEFK,,Unfavorable,,,XNIL,XNIL,SIG,Other,Stable,Average,ModerateOrLe,,DryMMoistL,MovingFtorOt,SigPositive,,AllElse,LVorOther,WidespdDnsl
WeakUp,Neutral,StrongUp,,Neutral,Dry,VeryWet,Neutral,Dry,Clear,Clear,Clear,Clear,,,Other,,Weak,Weak,,IncCapDecIns,Increasing,StrongPos,,XNIL,Jun15_Jul1,I,CThruK,PartInhibit,,Average,ABI,LIGt0,Instability,,MoreUnstable,,PartInhibit,Weak,,I,XNIL,XNIL,XNIL,LowSHighN,Stable,Average,Steep,,DryMMoistL,,SigPositive,QStationary,SWQuad,LVorOther,DenvCyclone
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,PC,PC,Clear,Clear,,,Other,,Strong,Weak,,,,Neutral,,,,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,,LessUnstable,LessUnstable,GJ,,Weak,,,SIG,SIG,SIG,LowAtStation,Steep,VeryMoist,ModerateOrLe,NoMajor,,,,Other,LV,LVorOther,LongAnticyc
WeakUp,,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,,Cloudy,,,DCVZFavor,,,Weak,,IncCapDecIns,Increasing,Neutral,,XNIL,Jul16_Aug10,E,CThruK,,Average,MoreThanAve,,LILt_8,Stability,,MoreUnstable,ACEFK,,,Strong,,SVR,,,LowAtStation,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,E_W_S,,Other,SWQuad,,LongAnticyc
WeakUp,Down,WeakUp,Neutral,,Dry,,VeryWet,,,PC,PC,PC,Strong,Strong,Westerly,,,,Some,LittleChange,LittleChange,Neutral,Increasing,SVR,Jul2_Jul15,A,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,,Moderate,Strong,A,SVR,SVR,SVR,LowNHighS,,VeryMoist,Steep,StrongFront,,E_W_S,SigNegative,Other,SWQuad,Westerly,DenvCyclone
Neutral,StronUp,,WeakUp,WeakUp,,,Dry,Dry,Clear,PC,PC,PC,,,Westerly,,,,,LittleChange,LittleChange,StrongPos,LittleChange,,Aug20_Sep15,K,CThruK,Stifling,,Average,,N1GtLIGt_4,Stability,MoreUnstable,Average,ACEFK,PartInhibit,Weak,,K,XNIL,,,Other,Steep,,CloseToDryAd,MarkedUpper,DryMMoistL,,SigNegative,,NWQuad,LVorOther,WidespdDnsl
Neutral,,,,Neutral,Wet,Neutral,,Wet,PC,Clear,Cloudy,Cloudy,,Weak,,Weak,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Decreasing,SIG,Jul2_Jul15,B,AB,,MoreThanAve,MoreThanAve,ABI,,Instability,MoreUnstable,,B,,Moderate,,B,,SVR,SVR,HighEvrywher,,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,,Other,,,
Neutral,Neutral,Neutral,,Neutral,Neutral,,VeryWet,VeryWet,Clear,Cloudy,Clear,PC,,,DCVZFavor,,,,,,Increasing,WeakPos,Increasing,XNIL,Jul2_Jul15,A,AB,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,,MoreUnstable,ACEFK,,Moderate,Slight,,SIG,SIG,,HighEvrywher,ModerateOrLe,VeryMoist,Steep,MarkedUpper,DryMMoistL,,,,,Westerly,DenvCyclone
Down,Neutral,Neutral,Neutral,Neutral,Dry,,,Wet,,Clear,Cloudy,Cloudy,Weak,Weak,StrongWest,,Weak,,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,,A,,TotalInhibit,,,ABI,N5GtLIGt_8,Neutral,Average,Average,ACEFK,PartInhibit,Moderate,Strong,A,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,Steep,OtherRapid,Other,DenvCyclone,LittleChange,Other,,Westerly,DenvCyclone
StrongUp,StronUp,,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,Clear,PC,Clear,PC,Weak,Strong,Other,,,,,DecCapIncIns,,Negative,Decreasing,SIG,Jul16_Aug10,,,,Average,Average,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Strong,A,,SVR,,HighEvrywher,,,,MarkedUpper,,,NegToPos,Other,AllElse,Westerly,DenvCyclone
Neutral,StronUp,WeakUp,,WeakUp,Neutral,Neutral,Dry,Dry,,,,Clear,,,Westerly,,,,,LittleChange,,Neutral,LittleChange,XNIL,May15_Jun14,E,CThruK,PartInhibit,Average,Average,,,Instability,,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,,SVR,,SVR,LowEvrywhere,Steep,Dry,ModerateOrLe,,MoistMDryL,,NegToPos,,,Westerly,
StrongUp,Neutral,Down,,Neutral,,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,,DCVZFavor,,,Weak,,LittleChange,LittleChange,Neutral,,XNIL,May15_Jun14,A,AB,PartInhibit,,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,,,,,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Dry,Steep,,DryMMoistL,,LittleChange,Moving,,LVorOther,DenvCyclone
Down,StronUp,,,,Neutral,Wet,Neutral,Dry,,,PC,Clear,Weak,Strong,Westerly,,Weak,,,,,Negative,,XNIL,,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,,ACEFK,,Weak,,E,SIG,SIG,SIG,,CloseToDryAd,Average,,NoMajor,Other,DryLine,SigNegative,,SWQuad,LVorOther,
,StronUp,StrongUp,,StrongUp,Wet,VeryWet,VeryWet,,Clear,Cloudy,Cloudy,,Strong,Strong,,,,Weak,,LittleChange,LittleChange,,,SVR,Aug20_Sep15,A,AB,,LessThanAve,LessThanAve,ABI,,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,A,SVR,SVR,SVR,,ModerateOrLe,VeryMoist,CloseToDryAd,StrongFront,DryMMoistL,DenvCyclone,SigNegative,,SWQuad,Westerly,LV
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Wet,Wet,VeryWet,Cloudy,Clear,,,,,Other,,Strong,Strong,,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jun15_Jul1,G,,TotalInhibit,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,Average,Average,,,Weak,Slight,G,SIG,SIG,SIG,,CloseToDryAd,Average,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,SigNegative,,,Westerly,LongAnticyc
WeakUp,WeakUp,WeakUp,,WeakUp,VeryWet,Wet,Wet,,PC,Cloudy,Cloudy,Cloudy,,Strong,DCVZFavor,,,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,,ACEFK,,Weak,,K,XNIL,XNIL,SVR,Other,CloseToDryAd,VeryMoist,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,Moving,AllElse,,LongAnticyc
Down,Neutral,,Neutral,Neutral,VeryWet,Wet,Wet,Wet,Clear,Clear,,Clear,,,Westerly,,,,,,LittleChange,Neutral,Decreasing,XNIL,Jul16_Aug10,A,,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,LessUnstable,,Stifling,Moderate,,A,XNIL,XNIL,,Other,,Average,,,Other,DenvCyclone,SigNegative,Other,SWQuad,,
WeakUp,Down,Neutral,,Neutral,,,Wet,,Clear,Clear,Clear,Clear,,,Other,,Weak,Weak,,LittleChange,LittleChange,Neutral,,XNIL,Aug20_Sep15,D,CThruK,TotalInhibit,,MoreThanAve,,N1GtLIGt_4,Neutral,Average,Average,D,,Strong,Strong,D,SVR,SVR,,,Stable,,Steep,MarkedUpper,DryMMoistL,DenvCyclone,SigNegative,Other,NWQuad,,LV
WeakUp,StronUp,Down,StrongUp,StrongUp,Wet,VeryWet,,VeryWet,PC,PC,PC,Cloudy,Strong,Strong,StrongWest,Strong,,Weak,Some,LittleChange,LittleChange,StrongPos,LittleChange,SIG,Aug20_Sep15,J,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,,,LessUnstable,,,,Moderate,Strong,J,,XNIL,,LowAtStation,ModerateOrLe,Average,,,,DryLine,LittleChange,QStationary,,LVorOther,SEQuad
Neutral,Neutral,,Neutral,Neutral,Dry,Neutral,Dry,Neutral,PC,Clear,Cloudy,Cloudy,,,DCVZFavor,,Strong,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,,J,CThruK,,,LessThanAve,CDEJ,LILt_8,Instability,,MoreUnstable,GJ,,,Slight,J,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,,ModerateOrLe,NoMajor,MoistMDryL,DryLine,,Other,LV,,SEQuad
,StronUp,Down,Neutral,Neutral,Wet,VeryWet,VeryWet,Wet,PC,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Strong,Weak,Marked,IncCapDecIns,,Neutral,Decreasing,SVR,,E,CThruK,,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,SVR,LowSHighN,Stable,Average,ModerateOrLe,NoMajor,MoistMDryL,DenvCyclone,LittleChange,,AllElse,Westerly,WidespdDnsl
Neutral,Down,,Neutral,,Wet,Dry,Wet,Wet,PC,Clear,Clear,Clear,,Strong,Westerly,Strong,,Strong,,DecCapIncIns,Decreasing,Neutral,Decreasing,,Jun15_Jul1,,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Stability,Average,Average,GJ,,Moderate,Strong,G,SVR,SVR,SVR,Other,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,,,,LV,LVorOther,LongAnticyc
Neutral,,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,,Strong,Other,,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,May15_Jun14,G,,TotalInhibit,,MoreThanAve,G,N5GtLIGt_8,,Average,Average,GJ,PartInhibit,Moderate,Slight,G,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,CloseToDryAd,MarkedUpper,Other,Other,,,NWQuad,,WidespdDnsl
Down,Neutral,StrongUp,Down,,Dry,Wet,Wet,,Cloudy,Clear,,Cloudy,,,Other,,Weak,Weak,,IncCapDecIns,,Neutral,Increasing,XNIL,Jul2_Jul15,,CThruK,PartInhibit,LessThanAve,,,,,Average,Average,GJ,,Unfavorable,,G,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Dry,,,MoistMDryL,,LittleChange,,,LVorOther,LongAnticyc
WeakUp,Neutral,,WeakUp,WeakUp,Wet,Dry,Neutral,Neutral,,,Clear,PC,,Weak,Other,,,,,IncCapDecIns,,Negative,LittleChange,SVR,Aug20_Sep15,G,,PartInhibit,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,LessUnstable,Average,GJ,,Weak,Moderate,,SVR,SVR,SVR,LowAtStation,,Dry,Steep,NoMajor,,DryLine,LittleChange,,AllElse,Westerly,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Dry,VeryWet,,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,,Weak,,Strong,,IncCapDecIns,,Negative,,SIG,May15_Jun14,B,AB,PartInhibit,Average,MoreThanAve,ABI,LIGt0,,LessUnstable,LessUnstable,B,,Unfavorable,,B,SIG,SIG,,,,Dry,Steep,,DryMMoistL,Other,LittleChange,Moving,,Westerly,DenvCyclone
,,StrongUp,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,,,Weak,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,,B,,TotalInhibit,,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,,Moderate,,B,SVR,SVR,SVR,HighEvrywher,Steep,Dry,,,Other,E_W_S,PosToNeg,,SWQuad,LVorOther,DenvCyclone
Down,Down,Neutral,,,Wet,VeryWet,Wet,Wet,PC,Clear,Clear,,,,Westerly,Strong,,Weak,Some,LittleChange,LittleChange,,Increasing,SVR,,,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Stability,LessUnstable,,,,Weak,Slight,K,XNIL,,,,,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,,AllElse,LVorOther,LV
Neutral,Neutral,Down,,Neutral,,Dry,Dry,Dry,Clear,,Clear,,Weak,,DCVZFavor,,,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,,May15_Jun14,E,CThruK,Stifling,,MoreThanAve,,,Neutral,LessUnstable,LessUnstable,ACEFK,,,Slight,E,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,,MoistMDryL,DryLine,LittleChange,,SWQuad,Westerly,LV
