HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
False,NORMAL,NORMAL,False,,False,NORMAL,False,HIGH,,False,HIGH,True,False,,HIGH,False,,NORMAL,LOW,LOW,NORMAL,False,NORMAL,,,False,NORMAL,NORMAL,NORMAL,HIGH,LOW,HIGH,,HIGH,HIGH,
False,NORMAL,,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,,LOW,False,ZERO,,,LOW,NORMAL,False,HIGH,NORMAL,,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,HIGH,HIGH,,
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,NORMAL,HIGH,False,HIGH,True,False,HIGH,,False,ZERO,NORMAL,,LOW,,False,NORMAL,,,False,,NORMAL,LOW,ZERO,ZERO,,HIGH,HIGH,HIGH,NORMAL
False,LOW,LOW,False,LOW,False,,False,LOW,,False,LOW,False,False,HIGH,ZERO,False,ZERO,,HIGH,,NORMAL,False,,NORMAL,HIGH,False,NORMAL,,LOW,ZERO,,LOW,NORMAL,NORMAL,NORMAL,NORMAL
False,LOW,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,HIGH,,False,,NORMAL,LOW,,NORMAL,False,NORMAL,NORMAL,HIGH,False,,,LOW,ZERO,ZERO,,HIGH,HIGH,,
False,NORMAL,NORMAL,False,,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,LOW,False,ZERO,,LOW,,,False,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,LOW,ZERO,ZERO,,HIGH,HIGH,HIGH,
False,NORMAL,NORMAL,False,,False,NORMAL,True,,HIGH,False,HIGH,True,False,HIGH,LOW,False,,NORMAL,LOW,LOW,HIGH,False,NORMAL,ESOPHAGEAL,NORMAL,False,,NORMAL,LOW,ZERO,LOW,HIGH,HIGH,HIGH,,HIGH
False,,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,,False,HIGH,False,False,NORMAL,,False,ZERO,NORMAL,LOW,,NORMAL,False,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,,HIGH,HIGH,LOW
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,,False,HIGH,False,False,NORMAL,ZERO,False,HIGH,,,,NORMAL,False,NORMAL,NORMAL,,False,NORMAL,LOW,ZERO,,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,False,,False,NORMAL,False,LOW,HIGH,True,,False,False,HIGH,,False,ZERO,NORMAL,HIGH,HIGH,,False,NORMAL,,NORMAL,False,,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,,NORMAL,NORMAL
False,,,False,LOW,False,NORMAL,False,,LOW,False,LOW,False,False,,LOW,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,,NORMAL,LOW,False,NORMAL,,LOW,ZERO,,HIGH,,NORMAL,,NORMAL
False,NORMAL,HIGH,True,HIGH,False,,False,HIGH,HIGH,False,HIGH,False,False,LOW,LOW,False,,,LOW,LOW,,False,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,LOW,,ZERO,HIGH,HIGH,,HIGH,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,HIGH,LOW,False,ZERO,LOW,LOW,LOW,NORMAL,False,NORMAL,,HIGH,False,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,,,HIGH,
False,NORMAL,NORMAL,False,,False,NORMAL,True,,LOW,False,HIGH,True,False,HIGH,LOW,False,,NORMAL,,LOW,NORMAL,False,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,,NORMAL,NORMAL,
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,LOW,False,ZERO,NORMAL,LOW,,,False,NORMAL,NORMAL,,False,NORMAL,NORMAL,LOW,ZERO,,HIGH,HIGH,,HIGH,
False,,,False,,False,,True,NORMAL,HIGH,False,,False,False,LOW,,False,ZERO,,LOW,LOW,,False,NORMAL,NORMAL,LOW,False,NORMAL,,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,
False,LOW,,False,LOW,True,LOW,False,,NORMAL,True,NORMAL,False,False,NORMAL,LOW,False,ZERO,NORMAL,LOW,,NORMAL,False,HIGH,,ZERO,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,HIGH,HIGH,NORMAL,
False,,,False,NORMAL,False,NORMAL,False,,HIGH,False,HIGH,False,False,,,False,HIGH,LOW,,LOW,NORMAL,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,,,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW
False,LOW,,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,,False,False,LOW,,False,,NORMAL,HIGH,NORMAL,HIGH,True,HIGH,,HIGH,True,NORMAL,,ZERO,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW
False,NORMAL,HIGH,True,HIGH,False,HIGH,False,HIGH,HIGH,False,,False,True,,,False,HIGH,,HIGH,HIGH,,False,NORMAL,NORMAL,HIGH,True,NORMAL,NORMAL,ZERO,LOW,,LOW,HIGH,HIGH,,
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,,False,False,HIGH,LOW,False,ZERO,NORMAL,LOW,,,False,,NORMAL,,False,NORMAL,NORMAL,LOW,ZERO,ZERO,,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,True,NORMAL,False,,True,NORMAL,,False,,False,False,LOW,LOW,False,HIGH,NORMAL,,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,True,NORMAL,,ZERO,LOW,HIGH,LOW,HIGH,HIGH,HIGH,
False,NORMAL,NORMAL,False,NORMAL,False,,False,,HIGH,False,HIGH,False,False,NORMAL,LOW,False,ZERO,NORMAL,LOW,,,False,NORMAL,NORMAL,LOW,False,NORMAL,NORMAL,LOW,,ZERO,HIGH,,HIGH,,HIGH
False,,HIGH,True,HIGH,False,,False,HIGH,HIGH,False,,False,False,NORMAL,LOW,False,,NORMAL,LOW,NORMAL,,False,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,LOW,ZERO,,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,,False,HIGH,HIGH,False,HIGH,False,False,,LOW,False,,NORMAL,LOW,LOW,,False,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,LOW,,ZERO,HIGH,HIGH,HIGH,HIGH,LOW
False,,NORMAL,False,NORMAL,False,NORMAL,False,LOW,LOW,False,,False,False,,LOW,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL,HIGH,True,NORMAL,NORMAL,,LOW,HIGH,LOW,,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,HIGH,LOW,False,ZERO,NORMAL,LOW,,LOW,False,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,LOW,ZERO,,,,,HIGH,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,,NORMAL,False,ZERO,NORMAL,,,,False,NORMAL,,,False,,,,LOW,,HIGH,HIGH,,HIGH,LOW
False,HIGH,HIGH,True,,False,LOW,False,HIGH,NORMAL,True,NORMAL,False,False,,LOW,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,,NORMAL,NORMAL,False,NORMAL,NORMAL,LOW,,,HIGH,,HIGH,,NORMAL
False,NORMAL,,False,NORMAL,False,NORMAL,False,LOW,LOW,False,LOW,False,False,LOW,LOW,False,HIGH,NORMAL,,,,False,NORMAL,,,True,,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,LOW
False,NORMAL,NORMAL,False,,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,LOW,LOW,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL,,False,NORMAL,NORMAL,,LOW,HIGH,,HIGH,HIGH,HIGH,LOW
False,NORMAL,NORMAL,False,NORMAL,False,,False,HIGH,HIGH,False,,False,False,HIGH,LOW,False,ZERO,,,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,False,,NORMAL,,ZERO,ZERO,HIGH,,HIGH,HIGH,HIGH
False,,NORMAL,True,,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,LOW,,False,,NORMAL,LOW,,NORMAL,False,NORMAL,NORMAL,,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,HIGH,HIGH,,LOW
False,,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,HIGH,HIGH,False,,NORMAL,LOW,LOW,NORMAL,False,,ONESIDED,HIGH,False,NORMAL,NORMAL,,HIGH,,HIGH,HIGH,HIGH,,HIGH
False,NORMAL,HIGH,True,HIGH,False,LOW,False,LOW,,False,LOW,False,False,HIGH,LOW,False,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,,False,NORMAL,NORMAL,HIGH,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,
False,NORMAL,,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,HIGH,LOW,False,ZERO,NORMAL,LOW,LOW,,False,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,LOW,ZERO,ZERO,,,HIGH,HIGH,
False,,,False,,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,,,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,,NORMAL,LOW,False,NORMAL,,LOW,ZERO,,HIGH,HIGH,HIGH,HIGH,
False,NORMAL,,False,NORMAL,False,,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,,False,ZERO,,,HIGH,NORMAL,False,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW,,,HIGH,
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,LOW,LOW,False,,LOW,LOW,LOW,,False,,NORMAL,,False,,NORMAL,LOW,ZERO,,HIGH,HIGH,,HIGH,
False,HIGH,NORMAL,True,HIGH,False,LOW,True,NORMAL,HIGH,False,HIGH,False,False,NORMAL,LOW,False,,NORMAL,,LOW,LOW,False,,,,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,HIGH,HIGH,LOW,LOW
False,HIGH,,True,HIGH,False,NORMAL,False,,HIGH,False,HIGH,False,False,LOW,LOW,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,,NORMAL,HIGH,True,,,ZERO,LOW,HIGH,LOW,HIGH,,,LOW
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,LOW,LOW,False,LOW,False,False,NORMAL,LOW,False,,,LOW,LOW,NORMAL,False,NORMAL,,LOW,False,NORMAL,NORMAL,LOW,ZERO,ZERO,,HIGH,NORMAL,NORMAL,
False,,,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,,False,False,NORMAL,LOW,True,ZERO,,LOW,LOW,NORMAL,False,NORMAL,NORMAL,HIGH,False,NORMAL,,,ZERO,ZERO,,HIGH,HIGH,HIGH,HIGH
True,,LOW,False,,True,LOW,False,,HIGH,False,HIGH,False,False,NORMAL,LOW,False,HIGH,NORMAL,HIGH,,NORMAL,False,NORMAL,NORMAL,HIGH,True,,,ZERO,LOW,,LOW,HIGH,HIGH,LOW,LOW
False,,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,,False,False,NORMAL,LOW,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,,NORMAL,False,HIGH,HIGH,HIGH,LOW,HIGH,,HIGH,HIGH,HIGH,HIGH
False,,,False,,False,HIGH,False,HIGH,,False,HIGH,False,False,HIGH,HIGH,False,LOW,NORMAL,NORMAL,NORMAL,,False,NORMAL,NORMAL,HIGH,False,,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,NORMAL,False,NORMAL,False,,False,HIGH,HIGH,False,,False,False,HIGH,,False,,,LOW,LOW,,False,,NORMAL,,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,True,HIGH,False,NORMAL,False,,HIGH,False,,False,False,,,False,ZERO,NORMAL,LOW,,NORMAL,False,NORMAL,NORMAL,,False,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,,,HIGH,HIGH
False,,,False,,False,,False,HIGH,HIGH,False,HIGH,False,False,,LOW,False,ZERO,NORMAL,LOW,LOW,,False,NORMAL,NORMAL,LOW,False,,NORMAL,LOW,,,,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,,False,False,NORMAL,LOW,False,ZERO,NORMAL,LOW,LOW,HIGH,False,,NORMAL,,False,,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,True,NORMAL,False,LOW,False,HIGH,HIGH,False,,False,False,LOW,LOW,False,ZERO,NORMAL,LOW,LOW,LOW,False,NORMAL,NORMAL,HIGH,False,,NORMAL,,ZERO,,,HIGH,HIGH,,LOW
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,,False,HIGH,False,False,NORMAL,,False,,NORMAL,LOW,LOW,,False,NORMAL,NORMAL,LOW,False,,NORMAL,LOW,,ZERO,HIGH,HIGH,HIGH,,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,HIGH,False,LOW,LOW,False,LOW,False,False,HIGH,,False,,NORMAL,LOW,LOW,NORMAL,False,,,,False,NORMAL,NORMAL,,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,LOW,False,LOW,,False,,False,False,NORMAL,LOW,False,ZERO,NORMAL,LOW,,NORMAL,False,NORMAL,NORMAL,LOW,False,NORMAL,NORMAL,,ZERO,ZERO,,HIGH,HIGH,NORMAL,NORMAL
False,HIGH,,True,HIGH,False,LOW,False,HIGH,,True,NORMAL,False,False,,NORMAL,False,,,LOW,LOW,NORMAL,False,,ONESIDED,,False,NORMAL,NORMAL,LOW,LOW,LOW,,HIGH,HIGH,NORMAL,NORMAL
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,,HIGH,False,HIGH,False,False,HIGH,LOW,False,ZERO,NORMAL,LOW,,,False,NORMAL,NORMAL,NORMAL,False,,NORMAL,LOW,,ZERO,HIGH,,,,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,,False,HIGH,NORMAL,True,NORMAL,False,False,NORMAL,LOW,False,,NORMAL,,HIGH,,False,NORMAL,NORMAL,LOW,False,HIGH,HIGH,HIGH,,HIGH,LOW,HIGH,HIGH,,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,,False,HIGH,,,HIGH,NORMAL,False,NORMAL,NORMAL,HIGH,True,NORMAL,NORMAL,ZERO,,HIGH,LOW,HIGH,,,HIGH
False,HIGH,HIGH,False,HIGH,False,NORMAL,True,NORMAL,HIGH,False,,False,False,LOW,HIGH,True,ZERO,NORMAL,LOW,LOW,,False,NORMAL,NORMAL,,False,NORMAL,ZERO,,ZERO,ZERO,HIGH,,,HIGH,LOW
False,,NORMAL,False,NORMAL,False,LOW,False,LOW,LOW,False,,False,False,LOW,,False,LOW,,HIGH,HIGH,NORMAL,False,,NORMAL,HIGH,False,,,ZERO,LOW,,,,,LOW,
False,HIGH,,True,HIGH,False,,False,HIGH,HIGH,False,HIGH,False,False,HIGH,LOW,False,ZERO,,LOW,,NORMAL,False,,,,False,NORMAL,NORMAL,LOW,,,,HIGH,HIGH,HIGH,
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,,False,False,NORMAL,NORMAL,False,LOW,NORMAL,HIGH,HIGH,NORMAL,False,,ESOPHAGEAL,HIGH,False,NORMAL,NORMAL,,NORMAL,HIGH,LOW,,HIGH,,NORMAL
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,,False,HIGH,False,False,HIGH,LOW,False,,,LOW,,NORMAL,False,NORMAL,,HIGH,False,NORMAL,,LOW,,ZERO,HIGH,HIGH,HIGH,NORMAL,NORMAL
False,NORMAL,,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,HIGH,LOW,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL,,False,NORMAL,,,ZERO,ZERO,,HIGH,HIGH,HIGH,HIGH
False,,HIGH,False,HIGH,False,NORMAL,False,HIGH,,False,,False,False,,NORMAL,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,,ONESIDED,HIGH,False,NORMAL,NORMAL,,LOW,LOW,HIGH,,,HIGH,NORMAL
False,,NORMAL,False,NORMAL,False,NORMAL,False,,,False,,False,False,HIGH,LOW,False,ZERO,NORMAL,,LOW,NORMAL,False,NORMAL,NORMAL,,False,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,LOW,,False,LOW,False,False,HIGH,LOW,False,HIGH,,HIGH,,NORMAL,False,,NORMAL,,False,NORMAL,,ZERO,,HIGH,LOW,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,,False,False,NORMAL,,False,LOW,NORMAL,LOW,,NORMAL,False,HIGH,ONESIDED,HIGH,False,NORMAL,NORMAL,LOW,LOW,LOW,,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,,LOW,False,LOW,False,False,HIGH,LOW,False,,,LOW,LOW,NORMAL,False,,,HIGH,False,,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,,,HIGH
False,,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,,LOW,False,ZERO,,,,,False,NORMAL,NORMAL,,False,NORMAL,NORMAL,LOW,,,HIGH,HIGH,HIGH,,LOW
False,HIGH,HIGH,True,HIGH,False,,False,HIGH,,False,HIGH,False,False,LOW,LOW,False,HIGH,NORMAL,HIGH,,NORMAL,False,HIGH,NORMAL,,False,LOW,LOW,,LOW,,LOW,HIGH,HIGH,LOW,LOW
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,,False,,False,False,LOW,LOW,False,ZERO,,LOW,LOW,NORMAL,False,NORMAL,NORMAL,,False,NORMAL,,LOW,,ZERO,HIGH,HIGH,HIGH,,LOW
True,,,True,,True,,False,LOW,,True,NORMAL,False,True,LOW,LOW,False,ZERO,NORMAL,,,NORMAL,False,NORMAL,,LOW,False,NORMAL,,LOW,ZERO,ZERO,HIGH,HIGH,LOW,,
False,HIGH,HIGH,True,HIGH,False,NORMAL,False,,,False,HIGH,False,False,LOW,LOW,False,,NORMAL,HIGH,,NORMAL,False,NORMAL,NORMAL,NORMAL,False,HIGH,,,LOW,,,,HIGH,HIGH,
False,NORMAL,NORMAL,False,,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,,LOW,False,HIGH,NORMAL,HIGH,HIGH,,False,NORMAL,,LOW,False,HIGH,,HIGH,LOW,HIGH,,HIGH,,HIGH,LOW
False,HIGH,,True,HIGH,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,,False,LOW,NORMAL,LOW,,NORMAL,False,,NORMAL,,False,NORMAL,,LOW,NORMAL,NORMAL,,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,,False,,HIGH,False,HIGH,False,False,,,False,ZERO,LOW,,LOW,,False,,NORMAL,,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,LOW,LOW,False,LOW,False,False,NORMAL,LOW,False,ZERO,NORMAL,LOW,LOW,,False,,,,False,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL
False,NORMAL,,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,ZERO,True,,NORMAL,LOW,LOW,NORMAL,False,HIGH,ONESIDED,ZERO,False,NORMAL,NORMAL,LOW,ZERO,NORMAL,,HIGH,HIGH,HIGH,
False,NORMAL,,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,LOW,False,HIGH,,,HIGH,,False,NORMAL,NORMAL,LOW,False,HIGH,HIGH,,LOW,HIGH,,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,False,,False,NORMAL,False,LOW,,False,,False,False,NORMAL,,False,ZERO,,LOW,LOW,NORMAL,False,NORMAL,NORMAL,HIGH,False,NORMAL,,LOW,ZERO,ZERO,HIGH,,NORMAL,,NORMAL
False,NORMAL,,False,,False,NORMAL,False,,HIGH,False,,False,False,HIGH,LOW,False,ZERO,NORMAL,LOW,LOW,LOW,False,HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,LOW
False,NORMAL,,False,,False,NORMAL,True,,HIGH,False,,False,False,LOW,LOW,False,,NORMAL,LOW,LOW,NORMAL,False,,NORMAL,HIGH,False,,,LOW,ZERO,ZERO,HIGH,,HIGH,HIGH,LOW
False,LOW,NORMAL,False,NORMAL,False,,False,HIGH,,False,HIGH,False,False,LOW,LOW,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL,LOW,False,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,,,False,LOW,False,False,HIGH,,False,HIGH,NORMAL,,HIGH,LOW,False,NORMAL,NORMAL,LOW,False,HIGH,HIGH,,,,LOW,,NORMAL,,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,LOW,HIGH,False,HIGH,True,False,HIGH,,False,ZERO,,LOW,,NORMAL,False,NORMAL,,NORMAL,False,NORMAL,NORMAL,,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
False,,NORMAL,False,NORMAL,False,HIGH,False,HIGH,HIGH,False,HIGH,False,False,HIGH,LOW,False,ZERO,NORMAL,,,NORMAL,False,,NORMAL,NORMAL,False,NORMAL,,LOW,ZERO,ZERO,,HIGH,,HIGH,
False,,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,,LOW,False,ZERO,NORMAL,,LOW,NORMAL,False,NORMAL,NORMAL,,False,,NORMAL,,ZERO,ZERO,HIGH,,HIGH,,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,LOW,False,,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL,LOW,False,NORMAL,,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
False,,HIGH,True,HIGH,False,LOW,False,LOW,LOW,False,LOW,False,False,HIGH,ZERO,False,,,NORMAL,NORMAL,NORMAL,False,,NORMAL,HIGH,False,NORMAL,,,LOW,,NORMAL,,NORMAL,LOW,NORMAL
False,,NORMAL,False,NORMAL,False,,False,,NORMAL,True,NORMAL,True,False,LOW,LOW,False,ZERO,NORMAL,LOW,,NORMAL,False,,NORMAL,HIGH,False,,NORMAL,,ZERO,,HIGH,,,HIGH,LOW
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,,HIGH,False,HIGH,False,False,,LOW,False,ZERO,NORMAL,LOW,,NORMAL,False,,NORMAL,HIGH,False,NORMAL,,LOW,,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,,False,NORMAL,False,NORMAL,False,,,True,NORMAL,False,False,NORMAL,LOW,False,,NORMAL,NORMAL,LOW,,False,HIGH,,HIGH,False,NORMAL,,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,,False,,False,False,LOW,ZERO,False,HIGH,,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,,LOW,HIGH,NORMAL,HIGH,,,LOW
False,NORMAL,NORMAL,False,,False,NORMAL,False,HIGH,HIGH,False,,False,False,,LOW,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL,LOW,False,,NORMAL,LOW,,ZERO,,,HIGH,HIGH,NORMAL
False,,,False,NORMAL,False,HIGH,False,HIGH,HIGH,False,HIGH,False,False,HIGH,,False,ZERO,NORMAL,LOW,,HIGH,False,NORMAL,NORMAL,NORMAL,False,,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,,HIGH,HIGH
False,HIGH,HIGH,True,HIGH,False,LOW,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,,False,NORMAL,LOW,LOW,LOW,NORMAL,False,NORMAL,NORMAL,LOW,False,,NORMAL,,ZERO,ZERO,HIGH,HIGH,HIGH,,
False,,NORMAL,False,NORMAL,False,,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,LOW,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,,NORMAL,NORMAL,False,NORMAL,,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,,HIGH
False,,HIGH,True,,False,NORMAL,False,HIGH,HIGH,False,HIGH,True,False,,NORMAL,False,LOW,NORMAL,LOW,LOW,NORMAL,False,,,HIGH,False,NORMAL,NORMAL,LOW,,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,NORMAL,False,,False,NORMAL,True,NORMAL,HIGH,False,HIGH,False,False,,LOW,False,ZERO,NORMAL,,,,False,,NORMAL,LOW,False,NORMAL,NORMAL,LOW,ZERO,,,,HIGH,HIGH,
False,NORMAL,,False,NORMAL,False,NORMAL,False,,HIGH,False,HIGH,False,False,LOW,LOW,False,HIGH,NORMAL,,HIGH,LOW,False,NORMAL,NORMAL,LOW,False,HIGH,HIGH,HIGH,LOW,HIGH,,HIGH,HIGH,HIGH,
False,NORMAL,NORMAL,False,,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,,False,ZERO,NORMAL,,LOW,NORMAL,False,,NORMAL,,False,NORMAL,,LOW,ZERO,ZERO,HIGH,,,NORMAL,
False,NORMAL,NORMAL,False,NORMAL,False,NORMAL,False,HIGH,HIGH,False,HIGH,False,False,NORMAL,LOW,False,ZERO,NORMAL,LOW,LOW,NORMAL,False,NORMAL,,LOW,False,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,,HIGH,HIGH
False,,NORMAL,False,,False,LOW,False,,,False,LOW,False,False,HIGH,LOW,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,,NORMAL,,False,,,,LOW,HIGH,,NORMAL,NORMAL,LOW,NORMAL
